certification_course,gender,department,height_cm,weight_kg,10th_mark,12th_mark,college_mark,daily_studing_time,prefer_to_study_in,salary_expectation,do_you_like_your_degree,willingness_to_pursue_a_career_based_on_their_degree,social_medai_video,travelling_time,stress_level,financial_status,part_time_job,bmi,academic_average
1,Male,BCA,0.9733333333333333,0.5232558139534884,85.0,60.0,60.0,30 - 60 minute,Anytime,6.0,1,75%,1 - 1.30 hour,,,good,0,0.0004501601858002266,0.5374280230326294
1,Male,BCA,0.8666666666666666,0.6976744186046512,85.0,72.0,70.0,1 - 2 Hour,Anytime,6.0,0,50%,1.30 - 2 hour,,,Bad,1,0.0009372093471648269,0.6781829814459372
1,Male,BCA,0.8826666666666666,0.34883720930232565,70.0,78.0,75.0,0 - 30 minute,Anytime,6.0,1,75%,More than 2 hour,,,good,0,0.0003880877365871513,0.6525911708253358
1,Female,B.com Accounting and Finance,0.6799999999999999,0.43023255813953487,72.0,75.0,80.0,2 - 3 hour,Night,6.0,1,75%,30 - 60 Minute,,,good,1,0.0011315202648937552,0.6781829814459372
1,Male,BCA,0.8773333333333333,0.7558139534883721,80.0,60.0,68.0,30 - 60 minute,Night,6.0,1,100%,1.30 - 2 hour,,,good,0,0.000989097478509952,0.5566218809980805
1,Male,BCA,0.7759999999999999,0.4651162790697675,60.0,68.1,70.0,30 - 60 minute,Morning,6.0,1,75%,1 - 1.30 hour,,,Bad,1,0.0008398464240007143,0.49328214971209206
1,Male,BCA,0.9359999999999999,0.6395348837209303,84.0,55.0,70.0,30 - 60 minute,Anytime,6.0,1,75%,30 - 60 Minute,,,good,0,0.0006701278311854518,0.563019833653231
1,Female,BCA,0.7973333333333333,0.2906976744186047,72.6,62.6,85.0,0 - 30 minute,Night,6.0,1,100%,30 - 60 Minute,,,good,0,0.00046881007133476763,0.6346769033909148
1,Female,BCA,0.7173333333333333,0.4883720930232558,91.0,86.0,90.0,30 - 60 minute,Morning,6.0,1,75%,1 - 1.30 hour,,,good,0,0.001101418116020164,0.9341010876519513
0,Male,BCA,0.9093333333333333,0.4651162790697675,90.0,65.0,65.0,0 - 30 minute,Anytime,6.0,1,75%,1 - 30 Minute,,,Bad,0,0.0004985862674484359,0.6333973128598847
1,Male,BCA,0.8933333333333333,0.6046511627906976,78.0,67.0,80.0,3 - 4 hour,Anytime,6.0,1,100%,1 - 30 Minute,,,good,0,0.0007274962035540508,0.6653870761356366
1,Male,BCA,0.8826666666666666,0.40697674418604657,91.0,81.0,75.0,30 - 60 minute,Anytime,6.0,1,75%,30 - 60 Minute,,,Bad,0,0.0004715406960847307,0.8061420345489441
0,Male,BCA,0.8826666666666666,0.5232558139534884,82.0,55.0,75.0,30 - 60 minute,Anytime,6.0,1,50%,30 - 60 Minute,,,Bad,0,0.0006384466150798896,0.582213691618682
0,Male,BCA,0.9626666666666666,0.5232558139534884,80.5,53.0,80.0,2 - 3 hour,Morning,6.0,1,75%,1 - 1.30 hour,,,Awful,0,0.0004696509650807678,0.5918106206014075
1,Male,BCA,0.9199999999999999,0.43023255813953487,75.0,57.0,55.0,0 - 30 minute,Morning,6.0,1,50%,1.30 - 2 hour,,,good,0,0.0004311607473782986,0.4222648752399232
0,Male,BCA,0.8826666666666666,0.7674418604651163,75.0,68.0,70.0,0 - 30 minute,Anytime,6.0,1,75%,1 - 1.30 hour,,,good,0,0.0009889490449697229,0.5886116442738323
1,Male,B.com Accounting and Finance,0.9039999999999999,0.5232558139534884,90.0,85.0,82.0,1 - 2 Hour,Anytime,6.0,1,50%,1 - 30 Minute,,,good,0,0.0005891400177918493,0.8701215611004478
1,Male,BCA,0.8666666666666666,0.6046511627906976,85.0,60.0,60.0,2 - 3 hour,Anytime,6.0,1,50%,1 - 30 Minute,,,good,0,0.0007988442266094798,0.5374280230326294
1,Female,BCA,0.8026666666666666,0.32558139534883723,84.2,64.8,84.0,30 - 60 minute,Anytime,6.0,1,75%,1 - 30 Minute,,,good,0,0.0005172704863775769,0.7165706973768395
1,Male,BCA,0.6906666666666667,0.23255813953488372,91.4,65.5,82.96,0 - 30 minute,Morning,6.0,1,75%,More than 2 hour,,,good,0,0.0006280916811435666,0.7604606525911708
0,Male,BCA,0.824,0.36046511627906974,86.0,72.0,80.0,More Than 4 hour,Morning,6.0,0,75%,30 - 60 Minute,,,Bad,0,0.0005266313349461323,0.7485604606525911
1,Female,BCA,0.7759999999999999,0.34883720930232565,85.0,55.0,75.0,2 - 3 hour,Anytime,6.0,1,75%,30 - 60 Minute,,,good,1,0.0006254650436024881,0.6014075495841331
1,Female,BCA,0.7759999999999999,0.23255813953488372,80.0,60.0,60.0,30 - 60 minute,Anytime,6.0,1,75%,More than 2 hour,,,good,0,0.0004110836632042621,0.5054382597568778
1,Male,BCA,0.9359999999999999,0.7558139534883721,78.0,58.0,69.0,0 - 30 minute,Morning,6.0,0,0%,1 - 30 Minute,,,good,0,0.0008190037897953311,0.5374280230326294
1,Male,BCA,0.616,0.40697674418604657,75.0,65.0,65.0,30 - 60 minute,Morning,6.0,1,50%,30 - 60 Minute,,,good,0,0.0013958981294086132,0.5374280230326294
1,Male,BCA,0.9466666666666667,0.4418604651162791,80.0,60.0,65.0,1 - 2 Hour,Night,6.0,1,50%,30 - 60 Minute,,,good,0,0.00039816537932324336,0.5374280230326294
1,Male,BCA,0.856,0.5465116279069767,90.0,70.0,50.0,30 - 60 minute,Morning,6.0,0,25%,1 - 30 Minute,,,Bad,1,0.0007406285950560809,0.5694177863083814
1,Female,B.com Accounting and Finance,0.8293333333333333,0.20930232558139536,80.0,88.0,80.0,2 - 3 hour,Anytime,6.0,1,100%,30 - 60 Minute,,,good,0,0.00026955845505074533,0.8125399872040946
1,Male,B.com Accounting and Finance,0.8826666666666666,0.6976744186046512,75.0,90.0,85.0,More Than 4 hour,Anytime,6.0,1,100%,30 - 60 Minute,,,Bad,0,0.0008888054935726275,0.8253358925143952
0,Male,BCA,0.856,0.2906976744186047,50.0,50.0,65.0,0 - 30 minute,Night,6.0,1,25%,1 - 30 Minute,,,Fabulous,1,0.00035084426705930593,0.2815099168266155
1,Female,B.com Accounting and Finance,0.7653333333333333,0.6744186046511628,71.2,79.5,70.0,30 - 60 minute,Anytime,6.0,1,50%,30 - 60 Minute,,,Bad,0,0.0012712321856165022,0.63787587971849
0,Female,B.com Accounting and Finance,0.6693333333333333,0.1744186046511628,80.2,70.0,12.0,More Than 4 hour,Morning,6.0,0,50%,30 - 60 Minute,,,Bad,0,0.0005525246331119673,0.2635956493921945
0,Female,BCA,0.7226666666666666,0.2906976744186047,85.0,63.0,74.0,30 - 60 minute,Night,6.0,1,75%,More than 2 hour,,,Bad,0,0.0006610129765766838,0.6461932181701855
1,Male,BCA,0.9093333333333333,0.5813953488372093,90.2,72.8,85.0,1 - 2 Hour,Morning,6.0,1,75%,1 - 1.30 hour,,,Bad,0,0.0006560909550879491,0.8125399872040946
0,Male,BCA,0.9093333333333333,0.6511627906976745,61.8,68.3,66.3,2 - 3 hour,Morning,6.0,1,50%,30 - 60 Minute,,,good,0,0.0007505937676716568,0.48240563019833615
0,Male,BCA,0.8293333333333333,0.5813953488372093,80.0,69.0,60.0,30 - 60 minute,Morning,6.0,1,50%,30 - 60 Minute,,,good,0,0.0008725060874207563,0.563019833653231
1,Female,BCA,0.8026666666666666,0.2674418604651163,79.0,61.0,70.0,1 - 2 Hour,Night,6.0,1,50%,1.30 - 2 hour,,,Awful,0,0.00041688378379776226,0.5694177863083814
1,Female,BCA,0.8079999999999999,0.34883720930232565,64.0,49.5,85.0,2 - 3 hour,Night,6.0,1,75%,30 - 60 Minute,,,Bad,0,0.0005445963276238673,0.49584133077415227
1,Female,BCA,0.8293333333333333,0.34883720930232565,86.0,68.0,80.0,2 - 3 hour,Anytime,6.0,1,75%,30 - 60 Minute,,,Bad,0,0.0004956638171894996,0.7229686500319896
1,Male,BCA,0.9093333333333333,0.5686046511627908,71.0,66.0,80.0,30 - 60 minute,Morning,6.0,1,75%,1 - 1.30 hour,,,good,0,0.0006387654394476028,0.6142034548944337
1,Female,BCA,0.8026666666666666,0.34883720930232565,80.0,73.0,80.0,0 - 30 minute,Anytime,6.0,1,75%,1 - 30 Minute,,,Bad,1,0.0005574251674095026,0.7165706973768395
0,Male,Commerce,0.7759999999999999,0.40697674418604657,50.0,50.0,35.0,3 - 4 hour,Morning,6.0,1,75%,More than 2 hour,,,Bad,0,0.0007326557338016011,0.08957133717210486
1,Male,Commerce,0.856,0.6395348837209303,65.0,75.0,97.0,0 - 30 minute,Anytime,6.0,1,50%,1 - 1.30 hour,,,good,1,0.0008823683506912717,0.7421625079974408
0,Male,Commerce,0.8079999999999999,0.34883720930232565,90.0,80.0,80.0,1 - 2 Hour,Morning,6.0,0,25%,1 - 1.30 hour,,,Bad,0,0.0005445963276238673,0.8253358925143952
1,Male,Commerce,0.8666666666666666,0.38372093023255816,85.0,91.0,88.0,30 - 60 minute,Morning,6.0,1,25%,30 - 60 Minute,,,Bad,0,0.0004702270652905309,0.9149072296865002
1,Male,Commerce,0.856,0.5116279069767442,75.0,70.0,70.0,30 - 60 minute,Morning,6.0,1,75%,30 - 60 Minute,,,good,1,0.0006874761866928843,0.6014075495841331
1,Male,Commerce,0.9893333333333332,1.0,82.0,78.0,80.0,1 - 2 Hour,Anytime,6.0,1,100%,1 - 30 Minute,,,Bad,1,0.0009699005024140428,0.7613563659628919
0,Male,Commerce,1.0,0.7558139534883721,84.0,85.0,80.0,30 - 60 minute,Anytime,6.0,1,100%,30 - 60 Minute,,,Bad,0,0.0006657662308355531,0.8189379398592449
1,Male,Commerce,0.8986666666666666,0.4418604651162791,91.0,83.5,80.0,1 - 2 Hour,Night,6.0,1,50%,30 - 60 Minute,,,good,0,0.0004883294384127378,0.8541266794625717
1,Female,Commerce,0.7493333333333333,0.4651162790697675,92.0,75.0,90.0,3 - 4 hour,Anytime,6.0,1,100%,More than 2 hour,,,good,0,0.0009300854354881958,0.8701215611004478
1,Male,Commerce,0.8826666666666666,0.8139534883720931,75.0,75.0,80.0,30 - 60 minute,Anytime,6.0,1,75%,1 - 1.30 hour,,,good,0,0.0010557114125677863,0.6973768394113884
1,Male,Commerce,0.8773333333333333,0.5232558139534884,90.0,80.0,85.0,3 - 4 hour,Anytime,6.0,1,75%,1.30 - 2 hour,,,good,0,0.0006513235168867531,0.857325655790147
1,Male,Commerce,0.9093333333333333,0.4534883720930233,81.0,64.0,85.0,1 - 2 Hour,Anytime,6.0,1,50%,1.30 - 2 hour,,,good,0,0.00048283579868448463,0.6973768394113884
1,Female,Commerce,0.7759999999999999,0.2558139534883721,70.0,71.0,91.0,1 - 2 Hour,Anytime,6.0,1,75%,30 - 60 Minute,,,Fabulous,0,0.0004539599392839073,0.710172744721689
1,Male,Commerce,0.9253333333333332,0.4651162790697675,70.0,60.0,60.0,2 - 3 hour,Morning,6.0,1,50%,1 - 30 Minute,,,Bad,1,0.00046699982680768775,0.4414587332053743
1,Female,Commerce,0.8133333333333332,0.23255813953488372,93.0,86.0,85.0,30 - 60 minute,Morning,6.0,1,50%,More than 2 hour,,,Bad,0,0.00033632110302319376,0.9149072296865002
0,Female,Commerce,0.8293333333333333,0.23255813953488372,76.0,63.0,70.0,30 - 60 minute,Night,6.0,1,75%,1 - 1.30 hour,,,good,1,0.00030724268207387107,0.563019833653231
1,Male,Commerce,0.824,0.6976744186046512,60.0,79.0,50.0,30 - 60 minute,Morning,6.0,1,0%,More than 2 hour,,,Bad,0,0.0010799474644894358,0.4350607805502238
0,Male,Commerce,0.9466666666666667,0.43023255813953487,83.7,76.77,80.0,30 - 60 minute,Night,6.0,1,75%,1 - 1.30 hour,,,Bad,0,0.0003836031855695902,0.7643634037108125
0,Female,Commerce,0.7759999999999999,0.39534883720930236,76.0,76.0,92.8,3 - 4 hour,Anytime,6.0,1,100%,1 - 1.30 hour,,,Bad,0,0.0007112175957617786,0.7920665387076136
1,Female,Commerce,0.7973333333333333,0.4883720930232558,70.0,50.0,60.0,1 - 2 Hour,Night,6.0,1,50%,1 - 1.30 hour,,,Bad,0,0.0008145719114525005,0.3774792066538708
1,Female,Commerce,0.856,0.6395348837209303,91.0,70.0,80.0,1 - 2 Hour,Anytime,6.0,1,50%,30 - 60 Minute,,,Awful,0,0.0008823683506912717,0.767754318618042
1,Female,Commerce,0.7759999999999999,0.23255813953488372,80.0,75.0,70.0,1 - 2 Hour,Morning,6.0,1,50%,1 - 1.30 hour,,,Bad,0,0.0004110836632042621,0.6653870761356366
1,Female,B.com ISM,0.7706666666666666,0.34883720930232565,60.0,60.0,60.0,30 - 60 minute,Morning,6.0,1,75%,1 - 30 Minute,,,Bad,0,0.0006399013376295747,0.3774792066538708
0,Male,B.com ISM,0.7759999999999999,0.32558139534883723,60.0,77.0,50.0,30 - 60 minute,Night,6.0,1,50%,30 - 60 Minute,,,Bad,1,0.0005825887675228428,0.4222648752399232
0,Female,B.com ISM,0.8293333333333333,0.34883720930232565,60.0,70.0,65.0,0 - 30 minute,Night,6.0,1,25%,30 - 60 Minute,,,Bad,0,0.0004956638171894996,0.4734484964811261
1,Male,B.com ISM,0.8986666666666666,0.8372093023255813,54.0,65.0,2.0,0 - 30 minute,Anytime,6.0,1,100%,More than 2 hour,,,good,0,0.0010362988192963054,0.0
0,Male,B.com ISM,0.7759999999999999,0.32558139534883723,46.0,48.0,60.0,1 - 2 Hour,Anytime,6.0,1,50%,1 - 30 Minute,,,Bad,0,0.0005825887675228428,0.2111324376199616
1,Male,B.com ISM,0.8453333333333333,0.6976744186046512,76.0,47.0,30.0,0 - 30 minute,Morning,6.0,1,50%,1 - 30 Minute,,,Awful,0,0.0010059518512609757,0.20473448496481128
1,Male,B.com ISM,0.872,0.32558139534883723,70.0,60.0,50.0,30 - 60 minute,Morning,6.0,1,75%,1 - 30 Minute,,,Bad,0,0.00037389505640048813,0.3774792066538708
1,Male,B.com ISM,0.84,0.7558139534883721,56.0,57.0,67.0,30 - 60 minute,Night,6.0,1,75%,30 - 60 Minute,,,good,0,0.001115836719616263,0.3774792066538708
1,Male,B.com ISM,0.8826666666666666,0.6976744186046512,67.0,70.0,60.0,More Than 4 hour,Anytime,6.0,1,100%,1 - 30 Minute,,,good,0,0.0008888054935726275,0.4862444017914267
0,Male,B.com ISM,0.7493333333333333,0.34883720930232565,75.0,79.0,70.0,1 - 2 Hour,Morning,6.0,1,50%,1 - 30 Minute,,,Awful,0,0.0007006642198420562,0.6589891234804863
0,Male,B.com ISM,0.8293333333333333,0.37209302325581395,65.0,70.0,65.0,30 - 60 minute,Night,6.0,1,75%,30 - 60 Minute,,,good,0,0.0005333480442126252,0.5054382597568778
0,Male,B.com ISM,0.9359999999999999,0.5232558139534884,86.0,86.0,89.0,30 - 60 minute,Anytime,6.0,1,50%,1 - 1.30 hour,,,good,0,0.0005212518725755727,0.8957133717210493
0,Male,B.com ISM,0.7706666666666666,0.1744186046511628,70.0,67.0,65.0,1 - 2 Hour,Anytime,6.0,1,100%,1 - 30 Minute,,,good,0,0.0003139983788241095,0.5182341650671785
0,Male,B.com ISM,0.8986666666666666,0.4651162790697675,60.0,52.0,60.0,1 - 2 Hour,Night,6.0,1,50%,30 - 60 Minute,,,Bad,0,0.0005205629314058889,0.3262955854126679
0,Female,B.com ISM,0.7706666666666666,0.23255813953488372,60.0,60.0,60.0,30 - 60 minute,Morning,6.0,1,75%,1 - 30 Minute,,,good,0,0.0004226326984259312,0.3774792066538708
1,Male,B.com ISM,0.8826666666666666,0.40697674418604657,50.0,50.0,50.0,30 - 60 minute,Night,6.0,1,75%,1 - 30 Minute,,,good,1,0.0004715406960847307,0.18554062699936014
0,Female,B.com ISM,0.8026666666666666,0.2209302325581395,45.0,45.0,50.0,3 - 4 hour,Night,6.0,0,75%,30 - 60 Minute,,,good,0,0.0003365744217339107,0.12156110044785662
1,Male,B.com ISM,0.7919999999999999,0.2906976744186047,67.0,54.0,86.0,30 - 60 minute,Morning,6.0,1,100%,1 - 30 Minute,,,good,0,0.00048081324714001724,0.5502239283429302
1,Male,B.com ISM,0.8826666666666666,0.5232558139534884,79.0,62.0,60.0,1 - 2 Hour,Morning,6.0,1,75%,1 - 30 Minute,,,good,0,0.0006384466150798896,0.5118362124120281
0,Male,B.com ISM,0.8986666666666666,0.6395348837209303,60.0,50.0,55.0,1 - 2 Hour,Anytime,6.0,1,75%,1 - 30 Minute,,,Bad,0,0.0007623141288545215,0.2815099168266155
1,Male,B.com ISM,0.8826666666666666,0.4651162790697675,50.0,50.0,50.0,1 - 2 Hour,Anytime,6.0,1,75%,More than 2 hour,,,good,1,0.0005549936555823099,0.18554062699936014
1,Male,B.com ISM,0.616,0.627906976744186,80.0,70.0,70.0,1 - 2 Hour,Anytime,6.0,1,75%,More than 2 hour,,,Bad,1,0.0020323428524658474,0.6333973128598847
1,Female,Commerce,0.8293333333333333,0.5581395348837209,96.0,92.0,80.0,3 - 4 hour,Morning,6.0,1,75%,1.30 - 2 hour,,,good,0,0.0008348218603976307,0.9404990403071016
0,Male,Commerce,0.7226666666666666,0.7674418604651163,76.0,83.0,70.0,30 - 60 minute,Morning,6.0,1,50%,More than 2 hour,,,Bad,0,0.0016700273817673147,0.6909788867562379
1,Male,Commerce,0.856,0.4651162790697675,55.0,50.0,60.0,0 - 30 minute,Morning,6.0,1,50%,1 - 30 Minute,,,Bad,0,0.0006166063088752889,0.2815099168266155
1,Male,Commerce,0.8346666666666667,0.40697674418604657,89.0,79.0,70.0,30 - 60 minute,Morning,6.0,1,75%,30 - 60 Minute,,,Bad,0,0.0005770408708378719,0.7485604606525911
1,Female,Commerce,0.7546666666666666,0.2209302325581395,95.6,86.0,85.0,1 - 2 Hour,Anytime,6.0,1,75%,30 - 60 Minute,,,good,0,0.00043608610792512866,0.9315419065898913
1,Male,Commerce,0.8026666666666666,0.5813953488372093,60.0,60.0,60.0,2 - 3 hour,Night,6.0,1,50%,More than 2 hour,,,good,1,0.0009589719777287607,0.3774792066538708
0,Male,Commerce,0.616,0.6976744186046512,81.0,80.0,70.0,30 - 60 minute,Night,6.0,1,50%,More than 2 hour,,,Fabulous,1,0.0022333253965891846,0.7037747920665387
1,Male,Commerce,0.8293333333333333,0.5813953488372093,84.0,76.0,70.0,30 - 60 minute,Anytime,6.0,1,75%,More than 2 hour,,,Bad,1,0.0008725060874207563,0.6973768394113884
1,Female,Commerce,0.7866666666666666,0.13953488372093023,80.0,60.0,70.0,1 - 2 Hour,Night,6.0,1,75%,1 - 1.30 hour,,,good,0,0.00022164416085790703,0.5694177863083814
0,Male,Commerce,0.872,0.6395348837209303,75.0,65.0,75.0,1 - 2 Hour,Morning,6.0,1,75%,1 - 1.30 hour,,,good,0,0.0008353345709693743,0.6014075495841331
1,Female,Commerce,0.7866666666666666,0.5116279069767442,90.4,80.0,80.0,1 - 2 Hour,Anytime,6.0,1,75%,30 - 60 Minute,,,good,0,0.0008897301801044566,0.8278950735764554
0,Male,Commerce,0.8079999999999999,0.2906976744186047,85.0,75.0,70.0,More Than 4 hour,Anytime,6.0,1,75%,1 - 1.30 hour,,,Bad,1,0.00044549250902261634,0.6973768394113884
1,Female,Commerce,0.7813333333333333,0.40697674418604657,93.8,83.5,100.0,1 - 2 Hour,Morning,6.0,1,75%,1 - 1.30 hour,,,good,1,0.0007170902596886559,1.0
0,Female,Commerce,0.856,0.4883720930232558,78.0,75.0,90.0,2 - 3 hour,Anytime,6.0,1,100%,30 - 60 Minute,,,good,0,0.0006520412477840866,0.7805502239283428
1,Female,Commerce,0.8293333333333333,0.4651162790697675,75.0,85.0,90.0,2 - 3 hour,Anytime,6.0,1,75%,30 - 60 Minute,,,good,0,0.0006840849523051279,0.8253358925143952
1,Female,Commerce,0.7919999999999999,0.4418604651162791,85.0,74.0,75.0,0 - 30 minute,Anytime,6.0,1,75%,More than 2 hour,,,good,0,0.0007486869442927411,0.7229686500319896
1,Male,Commerce,0.9093333333333333,0.6395348837209303,88.0,85.0,90.0,30 - 60 minute,Morning,6.0,1,75%,1 - 30 Minute,,,good,0,0.0007348432989077054,0.9085092770313499
0,Male,Commerce,0.8346666666666667,0.39534883720930236,90.0,73.0,80.0,30 - 60 minute,Morning,6.0,1,100%,30 - 60 Minute,,,Bad,0,0.0005584320939428444,0.7805502239283428
1,Male,Commerce,0.8293333333333333,0.4651162790697675,85.0,80.0,80.0,30 - 60 minute,Anytime,6.0,1,100%,1 - 30 Minute,,,Bad,0,0.0006840849523051279,0.7933461292386437
1,Female,Commerce,0.7919999999999999,0.2906976744186047,83.0,73.0,75.0,0 - 30 minute,Morning,6.0,1,75%,30 - 60 Minute,,,good,0,0.00048081324714001724,0.7037747920665387
1,Male,Commerce,0.8293333333333333,0.34883720930232565,85.0,80.0,60.0,30 - 60 minute,Night,6.0,1,75%,1 - 1.30 hour,,,Bad,0,0.0004956638171894996,0.6653870761356366
1,Male,Commerce,0.8826666666666666,0.5232558139534884,82.0,73.0,80.0,0 - 30 minute,Anytime,6.0,1,50%,1.30 - 2 hour,,,Bad,0,0.0006384466150798896,0.7293666026871399
1,Female,Commerce,0.7866666666666666,0.5232558139534884,97.0,80.0,100.0,3 - 4 hour,Morning,6.0,1,100%,30 - 60 Minute,,,good,1,0.0009106078682059114,0.9980806142034546
1,Female,Commerce,0.8506666666666666,0.2674418604651163,80.0,89.0,95.0,2 - 3 hour,Morning,6.0,1,100%,1 - 30 Minute,,,good,0,0.0003247285220964996,0.9149072296865002
1,Female,Commerce,0.8666666666666666,0.5232558139534884,93.0,85.0,90.0,1 - 2 Hour,Night,6.0,1,75%,30 - 60 Minute,,,good,0,0.0006777747461235511,0.9404990403071016
1,Male,B.com ISM,0.8666666666666666,0.40697674418604657,55.0,57.0,60.0,30 - 60 minute,Anytime,6.0,1,25%,0 Minute,,,Bad,0,0.0005048183454293676,0.3262955854126679
1,Male,B.com ISM,0.8026666666666666,0.5581395348837209,75.0,75.0,65.0,1 - 2 Hour,Anytime,6.0,1,100%,1.30 - 2 hour,,,good,0,0.0009188172966968348,0.6014075495841331
0,Female,B.com ISM,0.7919999999999999,0.4651162790697675,60.0,70.0,70.0,1 - 2 Hour,Anytime,6.0,1,75%,1 - 1.30 hour,,,Bad,0,0.000789898282316237,0.5054382597568778
1,Male,B.com ISM,0.8826666666666666,0.6511627906976745,72.0,67.0,65.0,30 - 60 minute,Morning,6.0,1,50%,More than 2 hour,,,Bad,0,0.0008220431259745641,0.5310300703774791
1,Male,B.com ISM,0.8933333333333333,0.37209302325581395,72.0,70.0,76.0,2 - 3 hour,Anytime,6.0,1,75%,30 - 60 Minute,,,good,0,0.0004014022974588582,0.6206014075495843
1,Female,BCA,0.7173333333333333,0.15116279069767444,90.0,75.0,70.0,30 - 60 minute,Night,6.0,1,50%,30 - 60 Minute,,,good,0,0.0003774190957321738,0.7293666026871399
1,Female,Commerce,0.7919999999999999,0.4418604651162791,85.0,74.0,75.0,0 - 30 minute,Anytime,6.0,1,75%,More than 2 hour,,,good,0,0.0007486869442927411,0.7229686500319896
0,Female,B.com ISM,0.8026666666666666,0.2209302325581395,45.0,45.0,50.0,3 - 4 hour,Night,6.0,0,75%,30 - 60 Minute,,,good,0,0.0003365744217339107,0.12156110044785662
