branch,marks10th,marks12th,gender,board10th,board12th,category,gpa_1,rank,normalized_rank,cgpa,current_back,ever_back,gpa_2,gpa_3,gpa_4,gpa_5,gpa_6,olympiads_qualified,technical_projects,tech_quiz,engg_coaching,ntse_scholarships,miscellany_tech_events,average_gpa,engagement_score,gpa_cgpa_ratio,academic_performance_index,total_backlogs
cse,0.7685314685314686,0.6725440806045342,male,cbse,cbse,gen,0.02741514360313317,19009.0,0.1307587460245343,0.3589743589743588,0.0,0.0,0.013476680799515445,0.023587933247753518,0.02308823529411763,0.03193717277486911,0.5485714285714287,1,1,1,1,1,0,0.02118130758782716,0.39999999999999997,0.02570394967211906,0.2556389589224034,0.0
cse,0.6689976689976691,0.5743073047858942,female,cbse board,cbse board,sc,0.0137800986364955,67894.0,1.0,0.4294871794871795,0.0,0.0,0.012568140520896429,0.023587933247753518,0.026617647058823524,0.02460732984293193,0.8323809523809522,1,1,1,1,0,0,0.025256047869020914,0.42857142857142855,0.008153581910146424,0.3065282046082681,0.0
cse,0.9160839160839163,0.7858942065491183,female,cbse,cbse,gen,0.03423266608645198,33982.0,0.40287142208087234,0.6891025641025637,0.0,0.0,0.03119321623258632,0.03963414634146341,0.04132352941176469,0.03520942408376962,0.7733333333333332,1,1,1,1,1,0,0.03894864358870817,0.45714285714285713,0.016974655500928693,0.49299947154766177,0.0
cse,0.6363636363636365,0.4181360201511337,male,c.b.s.e,c.b.s.e,gen,0.018856977081520163,22018.0,0.18544298046342572,0.3589743589743588,0.0,0.0,0.020593579648697763,0.03401797175866496,0.026617647058823524,0.011518324607329836,0.6190476190476188,1,1,1,1,0,0,0.021805366910172153,0.6857142857142857,0.016651793023559278,0.25606473914418965,0.0
ece,0.8993006993006993,0.9035264483627203,male,icse,isc,gen,0.03162170002901074,29181.0,0.31562017264879616,0.6153846153846152,0.0,0.0,0.028619018776499097,0.04717586649550705,0.04470588235294118,0.02866492146596858,0.6323809523809523,1,1,1,1,1,0,0.03634227818362029,0.3142857142857143,0.01769085456959016,0.44092528207337606,0.0
ece,0.8228438228438231,0.5088161209068012,male,icse,cbse,gen,0.020597621119814336,26086.0,0.25937301226715137,0.2660256410256412,0.0,0.0,0.02498485766202302,0.02551347881899871,0.018823529411764697,0.013089005235602094,0.35809523809523824,1,1,1,1,0,0,0.014390073785837496,0.17142857142857143,0.02323978060333312,0.18758885974627712,0.0
ece,0.557109557109557,0.3929471032745595,male,b.s.e.b,b.s.e.b,gen,0.026544821583986078,25865.0,0.2553566560654249,0.4147435897435898,0.0,0.0,0.02498485766202302,0.03963414634146341,0.02735294117647058,0.01714659685863873,0.500952380952381,1,1,1,0,1,0,0.023640835505304464,0.17142857142857143,0.021966820780511792,0.29536699903051516,0.0
ece,0.9580419580419579,0.9017632241813602,female,cbse,cbse,gen,0.04873803307223673,19850.0,0.14604270786006363,0.9999999999999998,0.0,0.0,0.04996971532404605,0.06611039794608471,0.06294117647058821,0.04829842931937171,0.8457142857142856,1,1,1,1,0,0,0.060019823060827426,0.42857142857142855,0.01723215978827959,0.7194934371325143,0.0
ece,0.9114219114219115,0.8362720403022672,male,c.b.s.e,c.b.s.e,gen,0.03423266608645198,15535.0,0.06762380736029078,0.5833333333333333,0.0,0.0,0.025893397940642035,0.03867137355584081,0.04470588235294118,0.02931937172774869,0.5485714285714287,1,1,1,1,0,0,0.032304247274329095,0.34285714285714286,0.021618674093217785,0.4163024375355769,0.0
ece,0.8834498834498836,0.6700251889168769,male,cbse,cbse,gen,0.029881055990716568,24202.0,0.2251340299863699,0.40384615384615397,0.0,0.0,0.009842519685039366,0.030166880616174577,0.03,0.02866492146596858,0.5238095238095237,1,1,1,1,0,0,0.02213575125729597,0.5142857142857142,0.025966231646786145,0.2869050666642263,0.0
ece,0.8741258741258742,0.7153652392947103,male,cbse,cbse,gen,0.026544821583986078,25129.0,0.24198091776465247,0.4262820512820513,0.0,0.0,0.023167777104784987,0.03209242618741977,0.032647058823529404,0.02539267015706806,0.5238095238095237,1,1,1,1,0,0,0.025549722844242118,0.17142857142857143,0.021401008059655766,0.3045417921670728,0.0
ece,0.8787878787878789,0.4483627204030227,male,cbse,cbse,gen,0.014505366985784737,34089.0,0.404815992730577,0.0737179487179489,0.0,5.0,0.005148394912174434,0.01941591784338896,0.015441176470588236,0.0005235602094240815,0.2628571428571429,1,1,1,1,1,0,0.001982306082742913,0.3142857142857143,0.027107313023474564,0.047916570838020534,5.0
ece,0.9393939393939394,0.7204030226700253,female,cbse,cbse,gen,0.039309544531476656,27242.0,0.2803816447069514,0.8814102564102566,0.0,0.0,0.044669897032101766,0.05664313222079588,0.05338235294117645,0.04502617801047119,0.7619047619047619,1,1,1,1,0,0,0.05165008626702394,0.42857142857142855,0.0137968206827105,0.6328721276191123,0.0
ece,0.46853146853146854,0.31738035264483644,male,bseb,cbse,gen,0.02741514360313317,22120.0,0.18729668332576105,0.5160256410256412,0.0,0.0,0.018776499091459717,0.03498074454428754,0.03176470588235293,0.03599476439790575,0.6438095238095238,1,1,0,1,1,0,0.030211813075878224,0.14285714285714285,0.018045909726029943,0.3689524498056575,0.0
ece,0.44988344988344986,0.1057934508816123,male,bihar school examination board patna,nios board,gen,0.0137800986364955,26534.0,0.2675147660154476,0.14743589743589758,0.0,0.0,0.012568140520896429,0.02182284980744545,0.018823529411764697,0.014790575916230356,0.2266666666666668,1,1,1,1,1,0,0.008479864909511373,0.6,0.02196526712922972,0.1026456252246204,0.0
ece,0.9487179487179489,0.7858942065491183,female,cbse,cbse,gen,0.039309544531476656,23388.0,0.2103407542026352,0.8397435897435896,0.0,0.0,0.042852816474863706,0.05471758664955069,0.04735294117647057,0.04659685863874345,0.822857142857143,1,1,1,1,0,0,0.0508791894570684,0.5142857142857142,0.015406014005202959,0.6039180289586742,0.0
ece,0.6144522144522147,0.6110831234256928,male,b.s.e.b.patna,b.s.e.b.patna,gen,0.033362344067304914,32560.0,0.37702862335302134,0.8782051282051284,0.0,0.0,0.03119321623258632,0.05471758664955069,0.05338235294117645,0.04986910994764397,1.0,1,1,1,1,0,0,0.053889357953085415,0.2571428571428571,0.008807869148006436,0.6322131476340741,0.0
ece,0.8298368298368297,0.904282115869018,male,board of secondary education,board of intermediate education andhra pradesh,gen,0.016391064693936752,13556.0,0.03165833711949115,0.34935897435897467,0.0,0.0,0.008025439127801334,0.023106546854942234,0.023823529411764688,0.03599476439790575,0.5847619047619046,1,1,1,1,0,0,0.02176865753826951,0.2571428571428571,0.014497238825982528,0.24947935443562425,0.0
ece,0.9020979020979025,0.7355163727959699,female,cbse,cbse,gen,0.039309544531476656,17523.0,0.1037528396183553,0.7147435897435896,0.0,0.0,0.0357359176256814,0.04717586649550705,0.04647058823529411,0.034424083769633504,0.6914285714285713,1,1,1,1,0,0,0.04126133401857493,0.2571428571428571,0.02054236907515118,0.5120715997929216,0.0
ece,0.9393939393939394,0.6851385390428211,male,cbse,cbse,gen,0.016536118363794608,22494.0,0.1940935938209905,0.19551282051282048,0.0,2.0,0.002119927316777709,0.02278562259306803,0.021323529411764686,0.020942408376963345,0.2857142857142856,1,1,1,1,0,0,0.009654564810396074,0.2571428571428571,0.022490480019092096,0.136248787943227,2.0
ece,0.7895104895104894,0.5894206549118388,male,icse,cbse,gen,0.005221932114882505,30296.0,0.33588368923216727,0.22756410256410242,0.0,0.0,0.0036341611144760783,0.01989730423620026,0.029117647058823512,0.019633507853403134,0.56,1,1,1,1,0,0,0.01622554238096985,0.42857142857142855,0.00805388060078048,0.16259979926357027,0.0
ece,0.8461538461538463,1.0000000000000002,male,maharashtra state board of secondary education,intermediate board of education- andhra pradesh,gen,0.036698578474035376,22578.0,0.19562017264879605,0.6826923076923077,0.0,0.0,0.03028467595396729,0.046213093709884454,0.04132352941176469,0.04005235602094241,0.48952380952380947,1,1,1,1,0,0,0.0361220219522044,0.17142857142857143,0.019525432890886013,0.4866973783931468,0.0
ece,0.9347319347319347,0.6045340050377834,male,cbse,cbse,gen,0.02741514360313317,30324.0,0.33639254884143577,0.41346153846153855,0.0,0.0,0.022410660205935795,0.028401797175866494,0.03,0.02539267015706806,0.500952380952381,0,0,0,0,0,0,0.023420579273888603,0.0,0.02292883128229986,0.2943420118163645,0.0
ece,0.3939393939393938,0.49874055415617113,male,"bihar school examination board, patna","bihar school examination board, patna",obc,0.029881055990716568,45548.0,0.6130667878237166,0.5705128205128205,0.0,0.0,0.02407631738340399,0.048138639281129644,0.03441176470588235,0.030235602094240824,0.6438095238095238,1,1,1,1,0,0,0.03355236591901911,0.42857142857142855,0.01800146574419996,0.408406879561594,0.0
ece,0.9627039627039626,0.6498740554156173,female,icse,cbse,gen,0.02741514360313317,29045.0,0.3131485688323489,0.6762820512820513,0.0,0.0,0.03028467595396729,0.03963414634146341,0.04558823529411764,0.03926701570680627,0.7504761904761903,1,1,1,1,1,0,0.040490437208619334,0.2571428571428571,0.011197398882244677,0.48530428073687265,0.0
ece,0.8787878787878789,0.7808564231738033,male,cbse,"boar of intermediate education, a.p.",gen,0.035973310124746166,15349.0,0.06424352567014996,0.7724358974358976,0.0,0.0,0.037855844942459124,0.05391527599486522,0.052500000000000005,0.03599476439790575,0.739047619047619,1,1,1,1,1,1,0.04618038985352957,0.45714285714285713,0.015130822445516987,0.5547897826554123,0.0
ece,0.8741258741258742,0.5642317380352646,male,cbse,cbse,gen,0.03423266608645198,22640.0,0.1967469332121763,0.3846153846153848,0.0,1.0,0.03831011508176861,0.03305519897304236,0.024852941176470578,0.0040575916230366355,0.40380952380952384,1,1,1,1,0,1,0.019199001505084218,0.6571428571428571,0.031511246348495156,0.27178071740595816,1.0
ece,0.8181818181818183,0.6851385390428211,male,cbse,cbse,gen,0.029010733971569475,23000.0,0.20328941390277144,0.5615384615384615,0.0,0.0,0.03119321623258632,0.040596919127086004,0.03955882352941176,0.02787958115183245,0.6076190476190475,1,1,1,1,0,1,0.033478947175213825,0.3142857142857143,0.017558235778678336,0.40223380487850685,0.0
ece,0.7925407925407928,0.8916876574307306,male,board of secondary education,board of intermediate education andhra pradesh,gen,0.03510298810559907,15206.0,0.06164470695138574,0.7307692307692306,0.0,0.0,0.03755299818291945,0.046213093709884454,0.04911764705882353,0.03848167539267014,0.5123809523809524,1,1,1,1,0,1,0.0398296685143717,0.6285714285714286,0.016038087488063707,0.5220287078942975,0.0
ece,0.337995337995338,0.11586901763224189,male,state board,state board,gen,0.009428488540760088,25769.0,0.25361199454793265,0.2051282051282055,0.0,2.0,0.009842519685039366,0.024550706033376127,0.014441176470588221,0.015575916230366499,0.4057142857142857,1,1,1,1,0,1,0.011020153445174541,0.6285714285714286,0.013897156021346349,0.14374083406524368,2.0
ece,0.7995337995337994,0.8564231738035264,female,state board of andhra pradesh,state board of andhra pradesh,gen,0.022193211488250653,20280.0,0.15385733757383008,0.38782051282051255,0.0,0.0,0.018776499091459717,0.0274390243902439,0.03,0.014790575916230356,0.5371428571428571,1,1,1,1,1,1,0.0200433170588451,0.6571428571428571,0.01876480448754407,0.27454355260452806,0.0
ece,0.3473193473193472,0.33249370277078105,female,b.s.e.b(patna),b.s.e.b(h.s.patna),obc,0.006962576153176678,33190.0,0.3884779645615629,0.10993589743589749,0.0,5.0,0.018776499091459717,0.01636713735558408,0.01617647058823528,0.01060209424083769,0.299047619047619,1,0,1,1,1,1,0.008296318049998128,0.2571428571428571,0.015986330966449358,0.07693507437627493,5.0
ece,0.37529137529137513,0.2871536523929472,male,cbse,cbse,sc,0.007687844502465915,67894.0,1.0,0.2051282051282055,0.0,0.0,0.016959418534221685,0.022625160462130936,0.018823529411764697,0.011518324607329836,0.500952380952381,1,1,1,1,0,1,0.014096398810616348,0.39999999999999997,0.011920911590530311,0.14583968009969575,0.0
ece,0.3426573426573427,0.22670025188916876,male,bseb,cbse,gen,0.030751378009863647,23040.0,0.20401635620172648,0.5352564102564104,0.0,0.0,0.023167777104784987,0.040596919127086004,0.03691176470588235,0.030235602094240824,0.5961904761904762,1,1,0,1,0,1,0.03131309423295767,0.22857142857142856,0.020448741339931187,0.38282450429396625,0.0
ece,0.44988344988344986,0.37279596977329965,male,b.s.e.b,b.s.e.b,obc,0.01537568900493183,40092.0,0.5139118582462519,0.3589743589743588,0.0,0.0,0.01605087825560267,0.03305519897304236,0.029117647058823512,0.02617801047120419,0.48952380952380947,1,1,1,1,0,1,0.022723101207738322,0.4857142857142857,0.01296955981058584,0.2566908865291694,0.0
ece,0.9673659673659674,0.7506297229219141,female,cbse,cbse,gen,0.04699738903394257,30271.0,0.3354293502953203,0.9935897435897438,0.0,0.0,0.05436099333737128,0.06514762516046212,0.056764705882352925,0.05235602094240836,0.8571428571428572,1,1,1,1,0,1,0.060680591755075064,0.3142857142857143,0.016038087488063707,0.7155707040409225,0.0
ece,0.8209790209790211,0.4037783375314863,male,maharashtra state board,maharashtra state board,sc,0.017986655062373083,67894.0,1.0,0.237179487179487,0.0,0.0,0.01438522107813446,0.022625160462130936,0.020441176470588227,0.014790575916230356,0.43999999999999995,1,1,1,1,0,0,0.013619176975881928,0.2571428571428571,0.021877532628517105,0.16738187950339434,0.0
ece,0.86013986013986,0.5088161209068012,male,cbse,cbse,gen,0.03423266608645198,28419.0,0.30177192185370283,0.5096153846153848,0.0,0.0,0.022410660205935795,0.03690629011553273,0.03,0.02539267015706806,0.6438095238095238,1,1,1,1,1,1,0.02811937887742741,0.34285714285714286,0.02509741359381383,0.3631512745591261,0.0
ece,0.9044289044289044,0.7329974811083126,male,"board of secondary education,andhra pradesh","board of intermediate education,andhra pradesh",sc,0.006092254134029584,67894.0,1.0,0.09935897435897445,0.0,6.0,0.0054512416717141104,0.0274390243902439,0.013529411764705873,0.009031413612565445,0.33333333333333326,1,1,1,1,1,1,0.007158327521016097,0.5142857142857142,0.015517771925360926,0.06894227892441691,6.0
ece,0.7575757575757578,0.261964735516373,male,c.b.s.e,c.b.s.e,gen,0.019727299100667256,26014.0,0.2580645161290322,0.21474358974358965,0.0,0.0,0.0054512416717141104,0.02086007702182284,0.018823529411764697,0.014790575916230356,0.48857142857142843,1,1,1,1,0,1,0.011581806835285036,0.5714285714285714,0.025054514704762443,0.15068437507801746,0.0
ece,0.9860139860139863,0.5843828715365242,male,cbse,cbse,gen,0.011459239918769945,18639.0,0.12403452975920037,0.3589743589743588,0.0,0.0,0.012719563900666253,0.029204107830551995,0.0338235294117647,0.02617801047120419,0.5409523809523811,1,1,1,1,1,1,0.023200323042472715,0.6285714285714286,0.00882704744599068,0.2570164831693588,0.0
ece,0.7342657342657344,0.4735516372795969,male,c.b.s.e,c.b.s.e,obc,0.014505366985784737,41549.0,0.5403907314856884,0.19551282051282048,0.0,1.0,0.011659600242277413,0.024550706033376127,0.020441176470588227,0.008246073298429316,0.40380952380952384,1,1,1,0,1,1,0.010865974083183405,0.2571428571428571,0.020174236546415245,0.13707530249140026,1.0
ece,0.5337995337995336,0.08312342569269537,male,cbse,bseb,gen,0.023063533507397732,25977.0,0.2573920945024989,0.29487179487179493,0.0,1.0,0.00893397940642035,0.023587933247753518,0.02794117647058822,0.017179319371727744,0.5028571428571429,1,1,1,1,0,1,0.016271429095848167,0.4857142857142857,0.024408149127964185,0.2085534783249851,1.0
ece,0.7296037296037297,0.33249370277078105,male,cbse,cbse,obc,0.025674499564839,37034.0,0.45833711949114053,0.48717948717948745,0.0,0.0,0.019685039370078733,0.040596919127086004,0.035147058823529406,0.02866492146596858,0.56,1,1,1,1,0,1,0.028890275687382977,0.39999999999999997,0.01763479710568394,0.34836978113178724,0.0
ece,0.8927738927738931,0.7607052896725441,male,cbse,cbse,gen,0.026544821583986078,27151.0,0.2787278509768286,0.6153846153846152,0.0,0.0,0.03028467595396729,0.044448010269576385,0.042058823529411746,0.03678010471204188,0.6666666666666667,1,1,1,1,1,1,0.03839800301016849,0.7142857142857143,0.012870283915138017,0.4423278522157307,0.0
ece,0.6643356643356644,0.5566750629722925,male,bseb,bseb,obc,0.029881055990716568,26958.0,0.2752203543843708,0.5576923076923077,0.0,0.0,0.03301029678982435,0.043485237483953776,0.03779411764705881,0.023691099476439784,0.5485714285714287,1,1,1,1,1,1,0.0318270254395947,0.39999999999999997,0.018575647418208385,0.39848260406027675,0.0
ece,0.6689976689976691,0.2821158690176324,male,cbse,bihar school examination board,gen,0.01290977661734842,26527.0,0.2673875511131305,0.2596153846153848,0.0,0.0,0.0072683222289521565,0.0274390243902439,0.022205882352941173,0.02212041884816754,0.4876190476190476,0,0,0,0,0,1,0.016409089240483093,0.14285714285714285,0.015074999665594502,0.1845928247844549,0.0
ece,0.8321678321678325,0.518891687657431,female,cbse,cbse,obc,0.01537568900493183,42106.0,0.550513402998637,0.3365384615384619,0.0,0.0,0.03028467595396729,0.03498074454428754,0.03352941176470586,0.03350785340314136,0.5485714285714287,1,1,1,1,0,0,0.030909291142028533,0.34285714285714286,0.014023455575498014,0.24696866397246708,0.0
ece,0.6177156177156178,0.5088161209068012,female,cbse,cbse,gen,0.023933855526544826,31059.0,0.3497501135847342,0.691346153846154,0.0,0.0,0.02498485766202302,0.0415596919127086,0.03691176470588235,0.04659685863874345,0.7866666666666664,1,1,1,1,0,1,0.0402334716053008,0.5714285714285714,0.007389044047922261,0.495406823609706,0.0
ece,0.7156177156177159,0.7808564231738033,male,cbse,cbse,gen,0.01537568900493183,26800.0,0.27234893230349844,0.19551282051282048,0.0,2.0,0.02150211992731678,0.027599486521180994,0.01529411764705882,0.005759162303664925,0.3123809523809524,1,1,1,1,1,0,0.010205205388935781,0.37142857142857144,0.021166912320419604,0.13662447637421485,2.0
ece,0.9020979020979025,0.6498740554156173,female,icse,cbse,obc,0.022193211488250653,45531.0,0.6127578373466608,0.3044871794871795,0.0,1.0,0.010751059963658383,0.02086007702182284,0.020441176470588227,0.02212041884816754,0.5123809523809524,1,1,1,1,1,0,0.01578502991813807,0.37142857142857144,0.022956385510102914,0.21478195902411235,1.0
ece,0.8741258741258742,0.6700251889168769,male,cbse,cbse,gen,0.021467943138961415,24322.0,0.22731485688323494,0.41666666666666674,0.0,0.0,0.02150211992731678,0.03690629011553273,0.03352941176470586,0.02787958115183245,0.41714285714285704,1,1,1,1,0,1,0.02510921038141037,1.0,0.01663645038517189,0.297680902609116,0.0
ece,0.8228438228438231,0.7204030226700253,male,cbse,cbse,gen,0.018856977081520163,26325.0,0.26371649250340756,0.5897435897435901,0.0,0.0,0.029527559055118113,0.046213093709884454,0.04647058823529411,0.029581151832460725,0.6666666666666667,1,1,1,1,1,0,0.03770052494401818,0.7142857142857143,0.006575604464027232,0.4243577433680357,0.0
eee,0.8228438228438231,0.9118387909319898,male,cbse,cbse,gen,0.03249202204815782,24218.0,0.22542480690595185,0.7051282051282051,0.0,0.0,0.028619018776499097,0.05391527599486522,0.04382352941176469,0.03848167539267014,0.5942857142857141,1,1,1,1,0,0,0.03968283102676112,0.39999999999999997,0.01470839216115663,0.50443428747759,0.0
eee,0.5710955710955712,0.35768261964735526,male,bseb,bseb,sc,0.011894400928343485,67894.0,1.0,0.07692307692307687,0.0,4.0,0.0009085402786190161,0.017971758664955068,0.018823529411764697,0.00654450261780104,0.31047619047619057,1,1,1,1,0,1,0.00407474028119377,0.6571428571428571,0.02375638414131591,0.05153096648016301,4.0
eee,0.3473193473193472,0.19143576826196496,male,cbse,cbse,gen,0.006092254134029584,27844.0,0.29132212630622445,0.28525641025641035,0.0,0.0,0.01605087825560267,0.031129653401797172,0.03441176470588235,0.01806282722513089,0.3695238095238096,1,1,1,1,0,0,0.01901545464557103,0.34285714285714286,0.006362057134237639,0.20386532019290804,0.0
eee,0.3613053613053614,0.5340050377833754,male,"bihar school examination board,patna","bihar school examination board,patna",gen,0.029010733971569475,34870.0,0.41900954111767386,0.7083333333333333,0.0,0.0,0.020593579648697763,0.040596919127086004,0.04823529411764704,0.05235602094240836,0.7742857142857142,1,1,1,1,0,1,0.043151866671561234,0.7428571428571429,0.011389892356397147,0.5089879041972023,0.0
eee,0.9160839160839163,0.7254408060453399,male,icse,cbse,gen,0.030751378009863647,28399.0,0.3014084507042254,0.5160256410256412,0.0,0.0,0.020593579648697763,0.035943517329910135,0.030882352941176458,0.03193717277486911,0.6323809523809523,1,1,0,1,0,0,0.02929407877831211,0.17142857142857143,0.02134447483126016,0.3683263024206778,0.0
eee,0.8181818181818183,0.6498740554156173,female,cbse,cbse,gen,0.03756890049318247,24285.0,0.22664243525670152,0.8269230769230773,0.0,0.0,0.03301029678982435,0.05391527599486522,0.05161764705882352,0.04908376963350784,0.7752380952380953,1,1,1,1,1,1,0.049153848977643994,0.42857142857142855,0.014386944588024586,0.5939937534573573,0.0
eee,0.6923076923076925,0.5944584382871538,male,cbse,cbse,gen,0.014505366985784737,31432.0,0.35652885052248984,0.3974358974358976,0.0,0.0,0.019685039370078733,0.031129653401797172,0.02308823529411763,0.03678010471204188,0.5466666666666666,1,1,1,1,0,1,0.025733269703755335,0.4857142857142857,0.010305871498960062,0.2849860052045692,0.0
eee,0.7156177156177159,0.3677581863979851,male,cbse,bseb,gen,0.01537568900493183,27719.0,0.28905043162198996,0.2596153846153848,0.0,1.0,0.01150817686250756,0.022625160462130936,0.02573529411764705,0.022905759162303654,0.4285714285714284,0,0,0,0,0,0,0.01629896112477515,0.0,0.017803748495923935,0.1845176870982573,1.0
eee,0.5097902097902096,0.3128463476070529,female,bihar board,bihar board,gen,0.0137800986364955,33805.0,0.3996547024079964,0.3076923076923077,0.0,0.0,0.01150817686250756,0.022625160462130936,0.028235294117647053,0.02617801047120419,0.5238095238095237,1,1,1,1,0,1,0.019676223339818638,0.5714285714285714,0.013683014860961518,0.21962360354081528,0.0
eee,0.49650349650349646,0.23173803526448378,male,cbse,cbse,obc,0.01624601102407891,45379.0,0.6099954566106316,0.19871794871794868,0.0,3.0,0.012568140520896429,0.02086007702182284,0.02499999999999998,0.012303664921465965,0.3447619047619048,1,1,1,1,1,1,0.011379905289820469,0.34285714285714286,0.021985007078954913,0.13961272463137775,3.0
eee,0.7062937062937065,0.3828715365239297,male,c.b.s.e.,c.b.s.e.,gen,0.01537568900493183,26580.0,0.26835074965924577,0.23397435897435925,0.0,2.0,0.013476680799515445,0.028401797175866494,0.02308823529411763,0.014659685863874339,0.39428571428571435,1,1,1,1,0,0,0.014463492529642824,0.2571428571428571,0.019124665328350304,0.16577115549318716,2.0
eee,0.5664335664335665,0.33249370277078105,male,cbse,cbse,gen,0.0137800986364955,17385.0,0.10124488868696047,0.08333333333333348,0.0,4.0,0.0036341611144760783,0.011232349165596914,0.01676470588235293,0.012303664921465965,0.299047619047619,1,1,1,1,0,0,0.00407474028119377,0.2571428571428571,0.025654634048731,0.05590452568894083,4.0
eee,0.8275058275058278,0.4130982367758189,male,cbse,cbse,obc,0.018856977081520163,53614.0,0.7596547024079964,0.22756410256410242,0.0,1.0,0.013476680799515445,0.015083440308087295,0.03176470588235293,0.01060209424083769,0.40380952380952384,1,1,1,1,1,0,0.012628023934510457,0.2857142857142857,0.0233705223845483,0.1601453015144497,1.0
eee,0.8881118881118883,0.31234256926952164,female,cbse,cbse,gen,0.024804177545691905,33366.0,0.3916765106769651,0.5416666666666667,0.0,0.0,0.03119321623258632,0.031129653401797172,0.04044117647058823,0.03678010471204188,0.5485714285714287,1,1,1,1,1,0,0.032891597224771446,0.2571428571428571,0.014335236555581901,0.388275037004909,0.0
eee,0.93006993006993,0.8677581863979851,female,icse,isc,gen,0.03756890049318247,27887.0,0.29210358927760116,0.7596153846153844,0.0,0.0,0.028619018776499097,0.046213093709884454,0.04470588235294118,0.04581151832460732,0.8342857142857141,1,1,1,1,1,0,0.04482214309313165,0.42857142857142855,0.017079976934056204,0.5451159661080868,0.0
eee,0.6899766899766899,0.49874055415617113,male,cbse,cbse,gen,0.02741514360313317,31279.0,0.35374829622898685,0.41987179487179493,0.0,0.0,0.013476680799515445,0.03498074454428754,0.03352941176470586,0.02539267015706806,0.5028571428571429,1,1,1,1,0,0,0.023677544877207135,0.2571428571428571,0.022610950380014955,0.29889089229293647,0.0
eee,0.40326340326340326,0.45843828715365254,male,icse,cbse,obc,0.001740644038294173,39143.0,0.4966651522035439,0.08333333333333348,0.0,6.0,0.00893397940642035,0.021662387676508355,0.023823529411764688,0.0024869109947644047,0.3085714285714285,1,1,1,1,0,0,0.006938071289600237,0.42857142857142855,0.011142391057178527,0.05785810553007762,6.0
eee,0.9254079254079257,0.801007556675063,male,cbse,cbse,gen,0.023063533507397732,18630.0,0.12387096774193551,0.6153846153846152,0.0,0.0,0.026801938219261065,0.03401797175866496,0.04382352941176469,0.0425392670157068,0.7257142857142855,1,1,1,1,0,0,0.03836129363826585,0.34285714285714286,0.0095647497520851,0.4423028063203315,0.0
eee,0.8554778554778557,0.6146095717884135,female,cbse,cbse,gen,0.03510298810559907,20217.0,0.15271240345297593,0.7147435897435896,0.0,0.0,0.03755299818291945,0.04541078305519897,0.04382352941176469,0.04005235602094241,0.6895238095238094,1,1,1,1,0,0,0.0421790683161411,0.5142857142857142,0.016700481839105996,0.5126977471779014,0.0
eee,0.6363636363636365,0.7455919395465995,male,c.b.s.e.,c.b.s.e.,gen,0.01537568900493183,19448.0,0.13873693775556567,0.24679487179487203,0.0,0.0,0.012568140520896429,0.022625160462130936,0.026617647058823524,0.012303664921465965,0.39428571428571435,1,1,1,1,0,0,0.013141955141147535,0.2571428571428571,0.018460246142024878,0.17361662167637168,0.0
