branch,marks_10th,marks_12th,gender,board10th,board12th,category,rank,normalized_rank,cgpa,current_back,ever_back,olympiads_qualified,technical_projects,tech_quiz,engg_coaching,ntse_scholarships,miscellany_tech_events,average_gpa,engagement_score,gpa_cgpa_ratio,academic_performance_index,total_backlogs
ece,0.8209790209790211,0.4037783375314863,male,maharashtra state board,maharashtra state board,sc,67894,1.0,0.237179487179487,0,0,1,1,1,1,0,0,0.0136191769758819,0.2571428571428571,0.0218775326285171,0.1673818795033943,0
ece,0.86013986013986,0.5088161209068012,male,cbse,cbse,gen,28419,0.3017719218537028,0.5096153846153848,0,0,1,1,1,1,1,1,0.0281193788774274,0.3428571428571428,0.0250974135938138,0.3631512745591261,0
ece,0.9044289044289044,0.7329974811083126,male,"board of secondary education,andhra pradesh","board of intermediate education,andhra pradesh",sc,67894,1.0,0.0993589743589744,0,6,1,1,1,1,1,1,0.007158327521016,0.5142857142857142,0.0155177719253609,0.0689422789244169,6
ece,0.7575757575757578,0.261964735516373,male,c.b.s.e,c.b.s.e,gen,26014,0.2580645161290322,0.2147435897435896,0,0,1,1,1,1,0,1,0.011581806835285,0.5714285714285714,0.0250545147047624,0.1506843750780174,0
ece,0.9860139860139864,0.5843828715365242,male,cbse,cbse,gen,18639,0.1240345297592003,0.3589743589743588,0,0,1,1,1,1,1,1,0.0232003230424727,0.6285714285714286,0.0088270474459906,0.2570164831693588,0
ece,0.7342657342657344,0.4735516372795969,male,c.b.s.e,c.b.s.e,obc,41549,0.5403907314856884,0.1955128205128204,0,1,1,1,1,0,1,1,0.0108659740831834,0.2571428571428571,0.0201742365464152,0.1370753024914002,1
ece,0.5337995337995336,0.0831234256926953,male,cbse,bseb,gen,25977,0.2573920945024989,0.2948717948717949,0,1,1,1,1,1,0,1,0.0162714290958481,0.4857142857142857,0.0244081491279641,0.2085534783249851,1
ece,0.7296037296037297,0.332493702770781,male,cbse,cbse,obc,37034,0.4583371194911405,0.4871794871794874,0,0,1,1,1,1,0,1,0.0288902756873829,0.3999999999999999,0.0176347971056839,0.3483697811317872,0
ece,0.8927738927738931,0.7607052896725441,male,cbse,cbse,gen,27151,0.2787278509768286,0.6153846153846152,0,0,1,1,1,1,1,1,0.0383980030101684,0.7142857142857143,0.012870283915138,0.4423278522157307,0
ece,0.6643356643356644,0.5566750629722925,male,bseb,bseb,obc,26958,0.2752203543843708,0.5576923076923077,0,0,1,1,1,1,1,1,0.0318270254395947,0.3999999999999999,0.0185756474182083,0.3984826040602767,0
ece,0.6689976689976691,0.2821158690176324,male,cbse,bihar school examination board,gen,26527,0.2673875511131305,0.2596153846153848,0,0,0,0,0,0,0,1,0.016409089240483,0.1428571428571428,0.0150749996655945,0.1845928247844549,0
ece,0.8321678321678325,0.518891687657431,female,cbse,cbse,obc,42106,0.550513402998637,0.3365384615384619,0,0,1,1,1,1,0,0,0.0309092911420285,0.3428571428571428,0.014023455575498,0.246968663972467,0
ece,0.6177156177156178,0.5088161209068012,female,cbse,cbse,gen,31059,0.3497501135847342,0.691346153846154,0,0,1,1,1,1,0,1,0.0402334716053008,0.5714285714285714,0.0073890440479222,0.495406823609706,0
ece,0.7156177156177159,0.7808564231738033,male,cbse,cbse,gen,26800,0.2723489323034984,0.1955128205128204,0,2,1,1,1,1,1,0,0.0102052053889357,0.3714285714285714,0.0211669123204196,0.1366244763742148,2
ece,0.9020979020979024,0.6498740554156173,female,icse,cbse,obc,45531,0.6127578373466608,0.3044871794871795,0,1,1,1,1,1,1,0,0.015785029918138,0.3714285714285714,0.0229563855101029,0.2147819590241123,1
ece,0.8741258741258742,0.6700251889168769,male,cbse,cbse,gen,24322,0.2273148568832349,0.4166666666666667,0,0,1,1,1,1,0,1,0.0251092103814103,1.0,0.0166364503851718,0.297680902609116,0
ece,0.8228438228438231,0.7204030226700253,male,cbse,cbse,gen,26325,0.2637164925034075,0.5897435897435901,0,0,1,1,1,1,1,0,0.0377005249440181,0.7142857142857143,0.0065756044640272,0.4243577433680357,0
eee,0.8228438228438231,0.9118387909319898,male,cbse,cbse,gen,24218,0.2254248069059518,0.7051282051282051,0,0,1,1,1,1,0,0,0.0396828310267611,0.3999999999999999,0.0147083921611566,0.50443428747759,0
eee,0.5710955710955712,0.3576826196473552,male,bseb,bseb,sc,67894,1.0,0.0769230769230768,0,4,1,1,1,1,0,1,0.0040747402811937,0.6571428571428571,0.0237563841413159,0.051530966480163,4
eee,0.3473193473193472,0.1914357682619649,male,cbse,cbse,gen,27844,0.2913221263062244,0.2852564102564103,0,0,1,1,1,1,0,0,0.019015454645571,0.3428571428571428,0.0063620571342376,0.203865320192908,0
eee,0.3613053613053614,0.5340050377833754,male,"bihar school examination board,patna","bihar school examination board,patna",gen,34870,0.4190095411176738,0.7083333333333333,0,0,1,1,1,1,0,1,0.0431518666715612,0.7428571428571429,0.0113898923563971,0.5089879041972023,0
eee,0.9160839160839164,0.7254408060453399,male,icse,cbse,gen,28399,0.3014084507042254,0.5160256410256412,0,0,1,1,0,1,0,0,0.0292940787783121,0.1714285714285714,0.0213444748312601,0.3683263024206778,0
eee,0.8181818181818183,0.6498740554156173,female,cbse,cbse,gen,24285,0.2266424352567015,0.8269230769230773,0,0,1,1,1,1,1,1,0.0491538489776439,0.4285714285714285,0.0143869445880245,0.5939937534573573,0
eee,0.6923076923076925,0.5944584382871538,male,cbse,cbse,gen,31432,0.3565288505224898,0.3974358974358976,0,0,1,1,1,1,0,1,0.0257332697037553,0.4857142857142857,0.01030587149896,0.2849860052045692,0
eee,0.7156177156177159,0.3677581863979851,male,cbse,bseb,gen,27719,0.2890504316219899,0.2596153846153848,0,1,0,0,0,0,0,0,0.0162989611247751,0.0,0.0178037484959239,0.1845176870982573,1
eee,0.5097902097902096,0.3128463476070529,female,bihar board,bihar board,gen,33805,0.3996547024079964,0.3076923076923077,0,0,1,1,1,1,0,1,0.0196762233398186,0.5714285714285714,0.0136830148609615,0.2196236035408152,0
eee,0.4965034965034964,0.2317380352644837,male,cbse,cbse,obc,45379,0.6099954566106316,0.1987179487179486,0,3,1,1,1,1,1,1,0.0113799052898204,0.3428571428571428,0.0219850070789549,0.1396127246313777,3
eee,0.7062937062937065,0.3828715365239297,male,c.b.s.e.,c.b.s.e.,gen,26580,0.2683507496592457,0.2339743589743592,0,2,1,1,1,1,0,0,0.0144634925296428,0.2571428571428571,0.0191246653283503,0.1657711554931871,2
eee,0.5664335664335665,0.332493702770781,male,cbse,cbse,gen,17385,0.1012448886869604,0.0833333333333334,0,4,1,1,1,1,0,0,0.0040747402811937,0.2571428571428571,0.025654634048731,0.0559045256889408,4
eee,0.8275058275058278,0.4130982367758189,male,cbse,cbse,obc,53614,0.7596547024079964,0.2275641025641024,0,1,1,1,1,1,1,0,0.0126280239345104,0.2857142857142857,0.0233705223845483,0.1601453015144497,1
eee,0.8881118881118883,0.3123425692695216,female,cbse,cbse,gen,33366,0.3916765106769651,0.5416666666666667,0,0,1,1,1,1,1,0,0.0328915972247714,0.2571428571428571,0.0143352365555819,0.388275037004909,0
eee,0.93006993006993,0.8677581863979851,female,icse,isc,gen,27887,0.2921035892776011,0.7596153846153844,0,0,1,1,1,1,1,0,0.0448221430931316,0.4285714285714285,0.0170799769340562,0.5451159661080868,0
eee,0.6899766899766899,0.4987405541561711,male,cbse,cbse,gen,31279,0.3537482962289868,0.4198717948717949,0,0,1,1,1,1,0,0,0.0236775448772071,0.2571428571428571,0.0226109503800149,0.2988908922929364,0
eee,0.4032634032634032,0.4584382871536525,male,icse,cbse,obc,39143,0.4966651522035439,0.0833333333333334,0,6,1,1,1,1,0,0,0.0069380712896002,0.4285714285714285,0.0111423910571785,0.0578581055300776,6
eee,0.9254079254079256,0.801007556675063,male,cbse,cbse,gen,18630,0.1238709677419355,0.6153846153846152,0,0,1,1,1,1,0,0,0.0383612936382658,0.3428571428571428,0.0095647497520851,0.4423028063203315,0
eee,0.8554778554778557,0.6146095717884135,female,cbse,cbse,gen,20217,0.1527124034529759,0.7147435897435896,0,0,1,1,1,1,0,0,0.0421790683161411,0.5142857142857142,0.0167004818391059,0.5126977471779014,0
eee,0.6363636363636365,0.7455919395465995,male,c.b.s.e.,c.b.s.e.,gen,19448,0.1387369377555656,0.246794871794872,0,0,1,1,1,1,0,0,0.0131419551411475,0.2571428571428571,0.0184602461420248,0.1736166216763716,0
eee,0.850815850815851,0.7506297229219141,male,cbse,cbse,gen,35238,0.4256974102680601,0.4903846153846152,0,0,1,1,1,1,0,0,0.0315333504643735,0.6857142857142857,0.0080652844175777,0.3523598652049174,0
eee,0.8498834498834498,0.5994962216624684,male,cbse,cbse,gen,30325,0.3364107223989095,0.3910256410256412,0,0,1,1,1,1,0,0,0.022539554348225,0.3428571428571428,0.0213325906506782,0.278433453096062,0
eee,0.8648018648018647,0.806045340050378,male,cbse,cbse,obc,42689,0.5611085870059065,0.3942307692307694,0,0,1,1,1,1,0,0,0.0240813479681362,0.4571428571428571,0.0149806719896677,0.2816721603072168,0
eee,0.9440559440559442,0.801007556675063,male,cbse,cbse,gen,41527,0.5399909132212631,0.5833333333333333,0,0,1,1,1,1,1,0,0.034286553357072,0.1428571428571428,0.0174332341393522,0.417654915887133,0
eee,0.3799533799533798,0.3979848866498741,male,"bihar school examinatiaon board, patna","bihar school examinatiaon board, patna",obc,58442,0.8473966378918674,0.3044871794871795,0,1,1,1,1,1,1,0,0.0207040857530927,0.2285714285714285,0.0081763851902918,0.2181381090076037,1
eee,0.8881118881118883,0.8110831234256926,female,c.b.s.e,c.b.s.e,gen,28326,0.3000817810086326,0.5576923076923077,0,0,1,1,1,1,0,0,0.0329650159685767,0.4285714285714285,0.0170249163497866,0.3992590268176516,0
eee,0.8787878787878789,0.5994962216624684,male,cbse,cbse,gen,29226,0.3164379827351203,0.4583333333333337,0,0,1,1,1,1,1,0,0.0288902756873829,0.3428571428571428,0.0120707700529398,0.3286887646922877,0
eee,0.7995337995337994,0.7254408060453399,female,cbse,cbse,gen,34133,0.4056156292594276,0.6346153846153848,0,0,1,1,1,1,0,0,0.0370764656216731,0.4285714285714285,0.0184983613289654,0.4545468776076932,0
eee,0.3240093240093238,0.3526448362720402,male,"bihar school examination board,patna","bihar school examination board,patna",gen,43162,0.5697046796910495,0.455128205128205,0,0,1,1,1,1,0,0,0.0306156161668073,0.3428571428571428,0.0122124886376998,0.3276791421716604,0
eee,0.4358974358974361,0.3173803526448364,male,"bihar shool examination board ,patna","bihar school examination board ,patna",gen,28995,0.3122398909586552,0.4358974358974359,0,0,1,1,1,1,0,0,0.0287434381997724,0.3428571428571428,0.0078785934365884,0.3132811238799688,0
eee,0.5431235431235433,0.6801007556675065,female,cbse,cbse,obc,47000,0.6394547932757838,0.4519230769230768,0,0,1,1,1,1,0,0,0.0254763041004368,0.4571428571428571,0.0235524122424456,0.3219859372113851,0
eee,0.7762237762237763,0.7607052896725441,male,cbse,cbse,gen,40780,0.5264152657882782,0.7019230769230769,0,0,1,1,1,0,1,0,0.0406005653243272,0.1714285714285714,0.0124434723088971,0.502873655258181,0
eee,0.7296037296037297,0.5340050377833754,male,cbse,cbse,gen,26742,0.2712948659700135,0.2660256410256412,0,1,1,1,1,0,1,0,0.0103520428765463,0.1714285714285714,0.0259604202246571,0.1848338112523662,1
eee,0.7249417249417249,0.4382871536523931,female,cbse,cbse,gen,33750,0.3986551567469333,0.2980769230769231,0,0,1,1,1,1,0,0,0.020098381116699,0.2571428571428571,0.0103610866487356,0.2133512925247394,0
eee,0.9440559440559442,0.7909319899244334,male,cbse,cbse,gen,34806,0.4178464334393458,0.628205128205128,0,0,1,1,0,1,0,0,0.0379941999192393,0.0857142857142857,0.0139826424216615,0.4507994657838949,0
eee,0.8275058275058278,0.5088161209068012,male,c.b.s.e,c.b.s.e,gen,43314,0.5724670604270786,0.3333333333333332,0,3,1,1,1,1,0,0,0.019015454645571,0.1714285714285714,0.0188315972670702,0.2366670142587405,3
eee,0.6923076923076925,0.1309823677581865,male,cbse,cbse,gen,35935,0.4383643798273513,0.2692307692307694,0,0,1,0,1,1,0,0,0.0173635329099519,0.1714285714285714,0.0147596860461708,0.1918043568780003,0
eee,0.4365967365967367,0.1085642317380353,male,bihar board,bihar board,gen,38204,0.4796001817355749,0.1724358974358975,0,2,1,1,1,1,0,0,0.0136558863477845,0.6,0.010718066949003,0.123233977390139,2
eee,0.4172494172494172,0.4181360201511337,male,bihar school examination board,bihar school examination board,obc,28219,0.2981372103589277,0.2403846153846152,0,0,1,1,1,1,0,0,0.0174369516537571,0.3428571428571428,0.0160380874880637,0.1721734322292988,0
eee,0.7529137529137531,0.4634760705289673,male,cbse,cbse,gen,27108,0.277946388005452,0.1955128205128204,0,2,1,1,1,1,0,0,0.0110862303145992,0.5142857142857142,0.022490480019092,0.1372255778637953,2
eee,0.7995337995337994,0.5843828715365242,male,c.b.s.e.,c.b.s.e.,gen,20821,0.1636892321671967,0.3782051282051284,0,0,0,0,0,0,0,0,0.0226863918358356,0.0,0.0175593490908811,0.2697865182601034,0
eee,0.7156177156177159,0.4030226700251889,male,cbse,cbse,gen,25505,0.2488141753748296,0.4455128205128205,0,0,1,1,0,1,0,0,0.0285690686832348,0.1714285714285714,0.0099805865543758,0.3197224946899891,0
eee,0.86013986013986,0.7773299748110831,male,cbse,cbse,gen,44626,0.5963107678328033,0.5929487179487183,0,0,1,1,1,1,0,0,0.0315333504643735,0.3428571428571428,0.0228478432977336,0.4223368125453607,0
eee,0.9114219114219116,0.8261964735516372,male,central board of secondary education,central board of secondary education,gen,20917,0.1654338936846888,0.5416666666666667,0,0,0,0,0,0,0,0,0.0308725817701258,0.0,0.0218561615073765,0.3868975127579536,0
eee,0.5897435897435899,0.4080604534005039,male,rbse,rbse,gen,20530,0.158400726942299,0.2051282051282055,0,3,0,0,0,0,0,0,0.0136558863477845,0.0,0.0129090338059383,0.1455391293549054,3
eee,0.6829836829836831,0.6246851385390426,male,icse,cbse,gen,18135,0.1148750567923671,0.528846153846154,0,0,0,0,0,0,0,0,0.0280092507617194,0.0,0.0274505718832397,0.3761968144992615,0
it,0.8041958041958042,0.6448362720403027,male,cbse,cbse,gen,38603,0.4868514311676513,0.5000000000000002,0,0,1,0,1,1,0,0,0.0310928380015417,0.1714285714285714,0.012861791144165,0.358619653273294,0
it,0.8741258741258742,0.4987405541561711,female,cbse,cbse,gen,33053,0.3859881871876419,0.5801282051282051,0,0,0,0,1,0,0,1,0.032304247274329,0.1428571428571428,0.0184129129940961,0.414115657931188,0
it,0.6396270396270396,0.1448362720403022,male,b.s.e.b,b.s.e.b,obc,67894,1.0,0.355769230769231,0,4,0,0,0,0,0,0,0.0222091700011012,0.0,0.003439176844245,0.2541534643891922,4
it,0.4592074592074593,0.6322418136020154,male,cbse,andhra pradesh board,obc,37581,0.4682780554293505,0.1955128205128204,0,7,1,1,1,1,1,1,0.0155647736867221,0.2857142857142857,0.0036296403130091,0.1402811771024965,7
it,0.8275058275058278,0.5289672544080606,female,cbse,cbse,obc,67894,1.0,0.3076923076923077,0,4,1,1,1,1,0,0,0.0191072280753276,0.5142857142857142,0.0172941262225182,0.2192353921621278,4
it,0.7195804195804194,0.1057934508816123,female,cbse,cbse,sc,67894,1.0,0.262820512820513,0,4,0,0,0,1,0,0,0.0176939172570756,0.1714285714285714,0.0110695384317189,0.1876562107278153,4
it,0.8694638694638694,0.7531486146095718,male,cbse,cbse,gen,30080,0.3319582008178101,0.237179487179487,0,1,1,1,1,1,1,0,0.0111596490584045,0.1428571428571428,0.0314477343864823,0.1657038045116486,1
it,0.7575757575757578,0.5440806045340052,male,c.b.s.e,c.b.s.e,sc,67894,1.0,0.2500000000000002,0,5,1,1,1,1,1,0,0.0143350097279835,0.3142857142857143,0.0221650369135427,0.1766173928812341,5
it,0.8648018648018647,0.5541561712846348,female,icse,cbse,gen,34269,0.4080872330758747,0.7275641025641029,0,0,0,0,0,0,0,0,0.0421056495723358,0.0,0.0176200505942493,0.5213947738046586,0
it,0.9393939393939394,0.6851385390428211,male,cbse,cbse,gen,31228,0.3528214447978192,0.3717948717948716,0,2,1,1,1,1,0,0,0.0185015234389339,0.1999999999999999,0.025038957130116,0.2625577269758179,2
it,0.780885780885781,0.6498740554156173,male,cbse,cbse,gen,36871,0.4553748296228986,0.5192307692307694,0,0,1,1,1,1,1,0,0.0310194192577364,0.3999999999999999,0.0179000145881078,0.3716902391088285,0
it,0.5696969696969698,0.6297229219143576,male,i.c.s.e.,c.b.s.e,sc,67894,1.0,0.3076923076923077,0,2,1,1,0,1,0,1,0.0190154546455709,0.4857142857142857,0.0172941262225182,0.2191727774236298,2
it,0.8461538461538463,0.8110831234256926,male,icse,isce,gen,39139,0.4965924579736482,0.3878205128205125,0,0,1,1,1,1,0,0,0.0224294262325171,0.4285714285714285,0.018764804487544,0.2761715358054753,0
it,0.9067599067599068,0.6801007556675065,female,i.c.s.e,c.b.s.e,obc,50893,0.7102044525215813,0.6955128205128209,0,0,1,1,1,1,0,0,0.040527146580522,0.4285714285714285,0.019775075098256,0.4984500042586052,0
it,0.7955710955710957,0.5302267002518892,male,rajasthan board,rajasthan board,gen,37430,0.4655338482507951,0.5256410256410258,0,0,1,1,1,1,0,0,0.0308725817701258,0.5142857142857142,0.0184664568052401,0.3759636147360094,0
mech,0.5151515151515151,0.4735516372795969,male,cbse,cbse,gen,23470,0.211830985915493,0.362179487179487,0,0,1,1,1,1,0,0,0.0252927572409235,0.5142857142857142,0.01649771190405,0.2606308788115015,0
mech,0.6363636363636365,0.5591939546599498,male,cbse,cbse,gen,20908,0.1652703316674239,0.355769230769231,0,1,1,1,1,1,1,1,0.0227965199515436,0.6,0.0083558249003694,0.2545541987155792,1
mech,0.850815850815851,0.7657430730478592,male,cbse,cbse,gen,16319,0.0818718764198092,0.4294871794871795,0,0,1,1,1,1,1,1,0.0302118130758782,0.6,0.0097899887282047,0.3099094004871587,0
mech,0.7762237762237763,0.6146095717884135,male,c.b.s.e.,c.b.s.e.,gen,19611,0.1416992276238073,0.9102564102564104,0,0,1,1,1,1,0,0,0.0568995264491024,0.2571428571428571,0.0091370600248479,0.656134707100696,0
mech,0.6550116550116549,0.7254408060453399,male,cbse,cbse,gen,23848,0.2187005906406179,0.4839743589743592,0,0,1,1,1,1,1,0,0.029514335009728,0.4571428571428571,0.0177823032205248,0.3466087817491846,0
mech,0.8321678321678325,0.7438287153652394,male,icse,goa board for secondary and higher secondary education,gen,11814,0.0,0.5801282051282051,0,0,1,1,1,1,1,1,0.031790316067692,0.3714285714285714,0.0192510867021076,0.4137650153955993,0
mech,0.5468531468531468,0.6045340050377834,male,u.p. board,u.p. board,gen,19638,0.142189913675602,0.7243589743589747,0,0,0,0,0,0,0,0,0.0489703021181307,0.0,0.0093065048955965,0.5238915766399183,0
mech,0.7296037296037297,0.332493702770781,male,cbse,cbse,obc,54014,0.7669241253975467,0.137820512820513,0,2,1,0,1,1,0,1,0.007158327521016,0.2857142857142857,0.029479983849641,0.095183634177083,2
mech,0.9020979020979024,0.8916876574307306,male,i.c.s.e.,i.s.c,gen,21390,0.1740299863698319,0.4839743589743592,0,0,1,0,1,1,0,1,0.0289636944311882,0.2857142857142857,0.0160380874880637,0.3462330933181968,0
mech,0.7062937062937065,0.7355163727959699,male,icse,isc,gen,22221,0.1891322126306224,0.4038461538461539,0,0,1,0,1,1,0,1,0.0241180573400388,0.2857142857142857,0.0179936310344787,0.2882575450157825,0
mech,0.3193473193473195,0.1410579345088163,male,bihar board,bihar board,sc,67894,1.0,0.1089743589743592,0,3,1,1,1,1,1,1,0.0113799052898204,0.5428571428571428,0.0179367389885031,0.0783828957084903,3
mech,0.7389277389277391,0.6347607052896727,male,cbse,cbse,gen,20427,0.1565288505224898,0.4230769230769231,0,0,0,0,0,0,0,0,0.0292206600345067,0.0,0.018872438053313,0.3048596021026029,0
mech,0.6503496503496502,0.3828715365239297,male,bseb,bseb,gen,25729,0.2528850522489778,0.455128205128205,0,0,1,1,1,1,0,0,0.0334055284314085,0.3428571428571428,0.0,0.3295826302219988,0
mech,0.7948717948717947,0.6700251889168769,male,cbse,cbse,gen,23141,0.2058518855065879,0.7403846153846152,0,0,1,1,1,1,0,0,0.0469879960353878,0.3428571428571428,0.0063301778784643,0.5334729963103059,0
mech,0.8135198135198136,0.5541561712846348,male,cbse,cbse,gen,26002,0.2578464334393459,0.6698717948717949,0,0,1,1,1,1,0,1,0.0412246246466722,0.4571428571428571,0.0114548823187244,0.4814316394360788,0
mech,0.5897435897435899,0.1309823677581865,male,cbse,bseb,gen,23169,0.2063607451158564,0.2179487179487182,0,1,1,1,1,1,0,0,0.0216218200506589,0.2571428571428571,0.0132554272066791,0.1597212070740849,1
mech,0.8414918414918415,0.740554156171285,female,cbse,cbse,gen,19960,0.1480417991821899,0.6153846153846152,0,0,1,1,1,1,0,1,0.0384347123820711,0.4571428571428571,0.0193436216511166,0.4423528981111299,0
mech,0.407925407925408,0.4231738035264483,male,bseb,cbse,gen,24002,0.2214993184915947,0.6474358974358976,0,0,1,1,1,1,0,1,0.0406372746962299,0.4571428571428571,0.0067906608963917,0.4657234478789699,0
mech,0.9160839160839164,0.6901763224181361,male,cbse,cbse,gen,22319,0.1909132212630622,0.596153846153846,0,0,1,1,1,1,0,1,0.0369663375059652,0.4571428571428571,0.0145113367969886,0.4282303846688293,0
mech,0.5058275058275059,0.3375314861460958,male,bseb,bseb,gen,24842,0.2367651067696501,0.4326923076923077,0,0,1,1,1,1,0,0,0.0293307881502147,0.3428571428571428,0.0087586933466923,0.3114950786019669,0
mech,0.6596736596736597,0.7455919395465995,male,cbse,cbse,gen,18405,0.1197819173103135,0.6698717948717949,0,0,0,0,0,0,0,1,0.0417018464814067,0.1142857142857142,0.0122636832309607,0.4817572360762683,0
mech,0.732867132867133,0.7909319899244334,male,i.c.s.e.,c.b.s.e.,gen,23334,0.2093593820990459,0.7756410256410258,0,0,1,1,1,1,0,0,0.0487500458867148,0.2571428571428571,0.006587981156331,0.5587297749377446,0
mech,0.8834498834498836,0.7556675062972291,male,haryana board,cbse board,gen,19368,0.1372830531576556,0.3974358974358976,0,0,0,0,0,0,0,0,0.0277889945303035,0.0,0.0157363919096898,0.2863885753469238,0
mech,0.2727272727272729,0.4130982367758189,male,bseb,bseb,obc,38781,0.490086324398001,0.4006410256410257,0,1,1,1,1,1,0,1,0.0236041261334018,0.2857142857142857,0.0164899979278377,0.285720122875805,1
prod,0.5151515151515151,0.0957178841309824,male,c.b.s.e,c.b.s.e,gen,41047,0.5312676056338029,0.3044871794871795,0,5,1,1,1,1,0,0,0.0200066076869424,0.3428571428571428,0.0108493639715343,0.2176622369950191,5
prod,0.6410256410256412,0.344080604534005,male,"bihar school examination board, patna","board of secondary education, rajasthan",obc,42777,0.5627078600636075,0.4102564102564103,0,0,1,1,1,1,0,0,0.0259535259351712,0.6,0.0133379540805003,0.2938833989945197,0
prod,0.8041958041958042,0.6317380352644835,female,cbse,cbse,gen,41105,0.5323216719672876,0.55224358974359,0,0,1,1,1,1,0,1,0.0357182188612752,0.4857142857142857,0.0138763514016988,0.3974199436451299,0
prod,0.5710955710955712,0.4181360201511337,male,b.s.e.b,h.s.e.b,obc,67894,1.0,0.5448717948717949,0,0,1,1,1,1,0,1,0.0334055284314085,0.6571428571428571,0.0133454544510768,0.3908124591448865,0
prod,0.5850815850815851,0.2317380352644837,male,cbse,cbse,st,67894,1.0,0.1762820512820513,0,3,1,1,0,1,0,1,0.0120039646121654,0.3999999999999999,0.0143682375426455,0.1247310476224421,3
prod,0.8694638694638694,0.6095717884130984,male,cbse,cbse,gen,36706,0.4523761926397094,0.3782051282051284,0,0,0,1,0,1,0,1,0.0236408355053044,0.3714285714285714,0.0148210782058097,0.2704377115404824,0
prod,0.8741258741258742,0.5994962216624684,male,icse,cbse,gen,39792,0.5084597910040891,0.4711538461538465,0,2,1,1,1,1,0,1,1.0,0.4857142857142857,1.0,1.0000000000000002,2
prod,0.5990675990675993,0.1612090680100757,male,central board of secondary education,central board of secondary education,obc,67894,1.0,0.3205128205128205,0,0,1,1,0,1,0,1,0.0200433170588451,0.2285714285714285,0.0130722887806579,0.2286211809123625,0
prod,0.7855477855477857,0.6649874055415619,male,cbse,cbse,gen,40000,0.5122398909586553,0.5769230769230773,0,0,1,1,1,1,1,1,0.036672662530744,0.2857142857142857,0.0087644813621771,0.414909339879303,0
ece,0.7657342657342658,0.5617128463476071,male,cbse,cbse,gen,67894,0.329477510222626,0.3958333333333332,0,0,1,1,1,1,0,0,0.0246136338607246,0.3142857142857143,0.016717378233204,0.2831287155926993,0
