subject_key,subject,avg_theory_gp,avg_practical,student_count,fail_rate,difficulty_score
1,WAVES AND OPTICS LAB,0.0,33.7,20,0.0,50.0
2,BIOTECHNOLOGY PRACTICALS-II,0.0,101.76571428571428,129,0.0,50.0
3,MICROBIOLOGY PRACTICALS-III,0.0,101.05,86,0.0,50.0
4,MICROBIOLOGY PRACTICALS-II,0.0,100.52,87,0.0,50.0
5,MICROBIOLOGY PRACTICALS-I,0.0,102.97,90,0.0,50.0
6,COMMUNICATION AND SOFT SKILLS,0.0,51.0,1,0.0,50.0
7,MATHEMATICAL PHYSICS-III LAB,0.0,32.666666666666664,16,0.0,50.0
8,MATHEMATICAL PHYSICS-II LAB,0.0,30.6,20,0.0,50.0
9,MATHEMATICAL PHYSICS-I LAB,0.0,34.041666666666664,24,0.0,50.0
10,CONTRIBUTOR PERSONALITY DEVELOPMENT,0.0,69.0627802690583,165,0.0,50.0
11,CONTRIBUTORY PERSONALITY DEVELOPMENT,0.0,74.0,1,0.0,50.0
12,MATERIAL SCIENCE,0.0,74.0,1,0.0,50.0
13,"CREATIVITY, PROBLEM SOLVING AND INNOVATION",0.0,73.515625,108,0.0,50.0
14,LIBERAL ARTS - SCULPTING,0.0,75.44,25,0.0,50.0
15,LIBERAL ARTS - POTTERY AND CERAMIC ART,0.0,72.73076923076923,25,0.0,50.0
16,LIBERAL ARTS - PHOTOGRAPHY,0.0,76.60759493670886,127,0.0,50.0
17,DIGITAL SYSTEMS AND APPLICATIONS LAB,0.0,35.421052631578945,19,0.0,50.0
18,LIBERAL ARTS - PAINTING,0.0,76.90697674418605,76,0.0,50.0
19,ELECTRICITY AND MAGNETISM LAB,0.0,31.9,19,0.0,50.0
20,ELECTROMAGNETIC THEORY LAB,0.0,39.642857142857146,14,0.0,50.0
21,LIBERAL ARTS - MEDIA AND GRAPHIC DESIGN,0.0,70.89285714285714,50,0.0,50.0
22,LIBERAL ARTS - ARTS AND CRAFT,0.0,80.68,25,0.0,50.0
23,ELEMENTS OF MODERN PHYSICS LAB,0.0,33.05555555555556,18,0.0,50.0
24,LABORATORY-III,0.0,102.69018404907976,207,0.0,50.0
25,LABORATORY-II,0.0,104.09850746268656,237,0.0,50.0
26,LABORATORY-I,0.0,95.95,245,0.0,50.0
27,INTRODUCTION TO WEB DESIGNING,0.0,62.55,20,0.0,50.0
28,INTRODUCTION TO MATLAB PROGRAMMING,0.0,76.0,2,0.0,50.0
29,HEALTH CARE MANAGEMENT,0.0,56.66666666666666,3,0.0,50.0
30,BIOTECHNOLOGY PRACTICALS-III,0.0,109.92571428571428,140,0.0,50.0
31,MECHANICS LAB,0.0,30.954545454545453,22,0.0,50.0
32,BIOTECHNOLOGY PRACTICALS-I,0.0,103.8693181818182,135,0.0,50.0
33,PROFESSIONAL COMMUNICATION,0.0,67.8422619047619,218,0.0,50.0
34,QUANTUM MECHANICS LAB,0.0,35.333333333333336,14,0.0,50.0
35,PROJECT,0.0,74.53658536585365,111,0.0,50.0
36,SOLID STATE PHYSICS LAB,0.0,34.333333333333336,14,0.0,50.0
37,STATISTICAL MECHANICS LAB,0.0,37.57142857142857,13,0.0,50.0
38,BIOCHEMISTRY PRACTICALS-I,0.0,112.51063829787236,43,0.0,50.0
39,BIOCHEMISTRY PRACTICALS-II,0.0,107.1063829787234,46,0.0,50.0
40,BIOCHEMISTRY PRACTICALS-III,0.0,110.41666666666669,47,0.0,50.0
41,MINOR PROJECT,0.0,69.57142857142857,7,0.0,50.0
42,RESEARCH PROJECT,0.0,162.66666666666666,6,0.0,50.0
43,BANKING & INSURANCE,0.0,71.83333333333333,6,0.0,50.0
44,THERMAL PHYSICS LAB,0.0,38.05263157894737,16,0.0,50.0
45,ANALOG SYSTEMS AND APPLICATIONS LAB,0.0,34.27777777777778,17,0.0,50.0
46,CLINICAL TRAINING,0.3860589812332439,72.21313672922253,261,0.0,48.06970509383378
47,BASICS OF ENVIRONMENTAL IMPACT ASSESSMENT,9.25,0.0,20,0.75,41.25
48,MATHEMATICAL PHYSICS-I,3.108108108108108,0.0,37,0.081081081081081,38.51351351351352
49,STATISTICS-I,3.8461538461538463,26.07692307692308,12,0.1538461538461538,38.46153846153846
50,ELEMENTS OF MODERN PHYSICS,2.6,0.0,26,0.0,37.0
51,NUMERICAL ANALYSIS,9.333333333333334,0.0,6,0.6666666666666666,36.66666666666666
52,THREE DIMENSIONAL GEOMETRY,4.647058823529412,36.0,17,0.1764705882352941,35.58823529411765
53,STATISTICS-II,3.0,28.0,9,0.0,35.0
54,MECHANICS,4.777777777777778,0.0,27,0.1481481481481481,33.51851851851852
55,HUMAN ANATOMY I,3.602272727272727,59.89772727272727,86,0.0170454545454545,32.84090909090909
56,ANALOG SYSTEMS AND APPLICATIONS,4.047619047619048,0.0,20,0.0476190476190476,32.142857142857146
57,ENVIRONMENTAL SCIENCES,3.576923076923077,0.0,26,0.0,32.11538461538461
58,MATHEMATICAL PHYSICS-II,4.333333333333333,0.0,26,0.074074074074074,32.03703703703704
59,FUNDAMENTALS OF BIOMEDICAL PHYSICS,3.947058823529412,33.01176470588236,89,0.0117647058823529,30.852941176470587
60,HUMAN ANATOMY II,3.9627329192546585,62.11180124223603,85,0.0062111801242236,30.496894409937884
61,STATISTICS-III,4.0,28.666666666666668,3,0.0,30.0
62,HUMAN PHYSIOLOGY I,4.660377358490566,63.710691823899374,97,0.0628930817610062,29.842767295597483
63,THERMAL PHYSICS,4.84,0.0,23,0.08,29.8
64,EXERCISE THERAPY I,4.173913043478261,54.67701863354037,90,0.0124223602484472,29.751552795031056
65,PHARMACOLOGY,4.319148936170213,0.0,88,0.0212765957446808,29.468085106382976
66,MATHEMATICAL PHYSICS-III,4.291666666666667,0.0,21,0.0,28.541666666666664
67,BIOCHEMISTRY,4.788732394366197,30.816901408450704,80,0.0422535211267605,28.16901408450704
68,CLINICAL ORTHOPAEDICS,4.460992907801418,0.0,83,0.0070921985815602,28.049645390070925
69,SOLID STATE PHYSICS,5.066666666666666,0.0,14,0.0666666666666666,28.000000000000004
70,BASIC GENETICS,5.95273631840796,0.0,265,0.1492537313432835,27.69900497512437
71,GENERAL MEDICINE,4.641221374045801,0.0,87,0.015267175572519,27.55725190839695
72,ENGINEERING DRAWING,6.631578947368421,0.0,18,0.2105263157894736,27.36842105263157
73,CONCEPTS OF PHYSICAL CHEMISTRY,5.821882951653944,0.0,261,0.1272264631043257,27.25190839694657
74,ELECTRICITY AND MAGNETISM,6.0,0.0,20,0.1428571428571428,27.142857142857142
75,ANIMAL SCIENCES,5.821078431372549,0.0,282,0.1225490196078431,27.02205882352941
76,MOLECULAR BASIS OF LIFE,5.725641025641026,0.0,273,0.1128205128205128,27.01282051282051
77,CLINICAL NEUROLOGY & PSYCHIATRY,5.2384615384615385,0.0,84,0.0615384615384615,26.884615384615383
78,EVOLUTION AND BEHAVIOUR,6.059523809523809,0.0,79,0.1428571428571428,26.8452380952381
79,MICROBIOLOGY,4.785714285714286,0.0,89,0.0142857142857142,26.78571428571429
80,FUNDAMENTALS OF BIOMECHANICS,5.382978723404255,32.354609929078016,79,0.0709219858156028,26.631205673758867
81,ELECTROMAGNETIC THEORY,7.571428571428571,0.0,13,0.2857142857142857,26.42857142857143
82,BASIC  MOLECULAR GENETICS,6.444444444444445,0.0,34,0.1666666666666666,26.111111111111107
83,CELL BIOLOGY-I,6.326923076923077,0.0,250,0.1538461538461538,26.05769230769231
84,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",5.039370078740157,0.0,95,0.0236220472440944,25.98425196850394
85,CONCEPTS OF PHYSICS-I,5.560794044665013,0.0,267,0.0744416873449131,25.918114143920597
86,EXERCISE THERAPY II,5.147286821705427,61.44186046511628,82,0.0310077519379844,25.81395348837209
87,ADVANCED EXERCISE THERAPEUTICS,5.241935483870968,31.806451612903224,78,0.0403225806451612,25.806451612903228
88,FUNDAMENTALS OF MICROBIOLOGY-II,5.976,0.0,236,0.112,25.72
89,HUMAN PHYSIOLOGY II,5.909774436090226,62.21804511278196,82,0.1052631578947368,25.71428571428571
90,INTRODUCTION TO DATABASE SYSTEM,6.125,32.25,8,0.125,25.625
91,PLANT SCIENCES,7.563953488372093,0.0,240,0.2674418604651162,25.55232558139535
92,FIRST AID & EMERGENCY NURSING,5.281481481481482,32.422222222222224,77,0.037037037037037,25.444444444444443
93,CLINICAL CARDIO RESPIRATORY CONDITIONS,5.145038167938932,0.0,84,0.0229007633587786,25.41984732824428
94,INTRODUCTION TO POSITIONAL ASTRONOMY,5.642857142857143,34.785714285714285,12,0.0714285714285714,25.35714285714285
95,ECOLOGY,7.019230769230769,0.0,246,0.2087912087912088,25.3434065934066
96,HEALTH PROMOTION & FITNESS,5.514285714285714,0.0,35,0.0571428571428571,25.28571428571429
97,CONCEPTS OF INORGANIC CHEMISTRY,6.115485564304462,0.0,247,0.1154855643044619,25.196850393700785
98,"PHYSIOTHERAPY IN MEDICAL, SURGICAL, OBSTETRICS & GYNAECOLOGY CONDITIONS",7.829268292682927,71.47967479674797,110,0.2845528455284553,25.081300813008127
99,PROTOTYPING ELECTRONICS WITH ARDUINO,5.0,44.0,2,0.0,25.0
100,CHEMISTRY-II,7.222222222222222,37.22222222222222,8,0.2222222222222222,25.0
101,PHILOSOPHY,6.666666666666667,0.0,38,0.1666666666666666,25.0
102,ELECTROTHERAPY II,5.155555555555556,61.36296296296296,82,0.0148148148148148,24.96296296296296
103,EVIDENCE BASED PRACTICE,5.317073170731708,0.0,82,0.024390243902439,24.634146341463413
104,FUNDAMENTALS OF BIOCHEMISTRY-II,6.67536231884058,0.0,215,0.1594202898550724,24.594202898550723
105,PATHOLOGY,5.6484375,0.0,76,0.0546875,24.4921875
106,SOCIOLOGY,5.376811594202898,0.0,84,0.0217391304347826,24.20289855072464
107,CONCEPTS OF ORGANIC CHEMISTRY,6.53125,0.0,220,0.1363636363636363,24.16193181818182
108,BASIC MATHEMATICS FOR BIOLOGISTS,5.979166666666667,0.0,258,0.0807291666666666,24.140625
109,PSYCHOLOGY,5.838235294117647,0.0,81,0.0661764705882353,24.117647058823533
110,COMPUTER FUNDAMENTALS,5.181818181818182,35.45454545454545,11,0.0,24.09090909090909
111,GENERAL SURGERY,5.658914728682171,0.0,87,0.0465116279069767,24.031007751937985
112,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,6.024193548387097,66.18548387096774,110,0.0806451612903225,23.911290322580644
113,CONCEPTS OF MICROBIAL ECOLOGY AND DIVERSITY,6.278846153846154,0.0,92,0.1057692307692307,23.894230769230766
114,CHEMISTRY-I,6.333333333333333,38.888888888888886,9,0.1111111111111111,23.888888888888893
115,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,5.907849829351536,0.0,195,0.068259385665529,23.87372013651877
116,FOOD AND DAIRY BIOTECHNOLOGY,6.769230769230769,0.0,39,0.1538461538461538,23.846153846153847
117,VALUES AND ETHICS,7.00655737704918,0.0,209,0.1770491803278688,23.81967213114754
118,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,5.495934959349594,66.71544715447155,79,0.024390243902439,23.739837398373982
119,METABOLISM-II,6.541666666666667,0.0,45,0.125,23.541666666666668
120,KINESIOLOGY,5.777777777777778,34.24603174603175,80,0.0476190476190476,23.49206349206349
121,RESEARCH METHODOLOGY,6.084615384615384,0.0,86,0.0769230769230769,23.423076923076927
122,HUMAN PHYSIOLOGY,7.0212765957446805,0.0,45,0.1702127659574468,23.404255319148938
123,FIRST AID & LIFE SUPPORT,7.641025641025641,0.0,38,0.2307692307692307,23.33333333333333
124,FERMENTATION TECHNOLOGY,5.656028368794326,0.0,201,0.0319148936170212,23.315602836879435
125,GENERAL VIROLOGY,6.45993031358885,0.0,204,0.1114982578397212,23.27526132404181
126,NANOMATERIALS AND APPLICATIONS,6.785714285714286,0.0,14,0.1428571428571428,23.21428571428571
127,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,6.498269896193771,0.0,191,0.1107266435986159,23.044982698961935
128,ENGLISH & COMMUNICATION SKILLS,5.733333333333333,34.28333333333333,32,0.0333333333333333,23.0
129,ANALYTICAL TECHNIQUES,7.4,0.0,15,0.2,23.0
130,BASIC BIOSTATISTICS,6.2722063037249285,0.0,228,0.0859598853868194,22.936962750716333
131,BASIC ANIMAL BIOTECHNOLOGY,7.508571428571429,0.0,139,0.2057142857142857,22.74285714285714
132,FUNDAMENTALS OF BIOCHEMISTRY-I,6.586705202312139,0.0,243,0.1127167630057803,22.702312138728324
133,BASIC MOLECULAR BIOLOGY-I,7.294117647058823,0.0,222,0.1795665634674922,22.507739938080498
134,DIAGNOSTIC BIOCHEMISTRY,7.166666666666667,0.0,45,0.1666666666666666,22.5
135,PRINCIPLES OF BIOANALYSIS,6.7492447129909365,0.0,214,0.1238670694864048,22.447129909365565
136,FUNDAMENTALS OF MICROBIOLOGY-I,6.556195965417867,0.0,245,0.1037463976945245,22.40634005763689
137,ANALYTICAL TECHNIQUES IN BIOLOGY,6.349397590361446,0.0,219,0.0813253012048192,22.319277108433734
138,POLLUTION CONTROL AND ENVIRONMENTAL ANALYSIS,6.575471698113208,0.0,91,0.1037735849056603,22.31132075471698
139,PHYSIOTHERAPY IN SPORTS & ALLIED THERAPEUTICS,6.42741935483871,34.21774193548387,112,0.0887096774193548,22.298387096774192
140,CONCEPTS OF PHYSICS-II,6.774774774774775,0.0,216,0.1231231231231231,22.28228228228228
141,PHYSIOTHERAPY IN GERIATRIC & HAND CONDITIONS,7.178861788617886,34.260162601626014,112,0.1626016260162601,22.235772357723576
142,CELL BIOLOGY-II,7.041916167664671,0.0,227,0.1467065868263473,22.125748502994007
143,SOIL FERTILITY AND PLANT NUTRITION,6.5479452054794525,0.0,65,0.0958904109589041,22.05479452054794
144,COMMUNITY MEDICINE,6.419354838709677,0.0,82,0.0806451612903225,21.935483870967744
145,ENGLISH & COMMUNICATION SKILLS II,7.879032258064516,39.7258064516129,77,0.2258064516129032,21.895161290322584
146,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,6.491150442477876,0.0,166,0.084070796460177,21.747787610619472
147,ELECTROTHERAPY I,6.701612903225806,65.69354838709677,74,0.1048387096774193,21.733870967741936
148,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,6.308943089430894,63.78861788617886,113,0.065040650406504,21.70731707317073
149,LIFE STYLE DISEASES & MANAGEMENT,9.036144578313252,0.0,73,0.3373493975903614,21.686746987951807
150,PLANT BIOTECHNOLOGY,7.094444444444444,0.0,146,0.1388888888888889,21.47222222222222
151,ETHICS & ADMINISTRATION,6.540322580645161,0.0,81,0.0806451612903225,21.33064516129032
152,ENZYMOLOGY,7.042553191489362,0.0,45,0.1276595744680851,21.170212765957444
153,PREVENTIVE & COMMUNITY PHYSIOTHERAPY,7.975609756097561,36.609756097560975,113,0.2195121951219512,21.097560975609756
154,FOOD AND DAIRY MICROBIOLOGY,6.916398713826367,0.0,210,0.112540192926045,21.045016077170416
155,HUMAN NUTRITION,6.466666666666667,0.0,54,0.0666666666666666,21.0
156,QUANTUM MECHANICS AND APPLICATIONS,5.8125,0.0,14,0.0,20.9375
157,BIOMOLECULES AND NUTRITION,6.916666666666667,0.0,46,0.1041666666666666,20.625
158,METABOLISM-I,6.5,0.0,46,0.0625,20.625
159,FOUNDATIONS OF IMMUNOLOGY,7.086687306501548,0.0,227,0.1176470588235294,20.44891640866873
160,BASIC MOLECULAR BIOLOGY-II,6.275449101796407,0.0,209,0.0359281437125748,20.41916167664671
161,ENGLISH LANGUAGE AND LITERATURE,6.9581005586592175,34.54189944134078,252,0.1033519553072625,20.37709497206704
162,FUNDAMENTALS OF OMICS TECHNOLOGIES,7.689320388349515,0.0,88,0.174757281553398,20.29126213592233
163,CONCEPTS OF GENETIC ENGINEERING,6.616071428571429,0.0,212,0.0654761904761904,20.193452380952383
164,MICROBIAL PHYSIOLOGY,7.147058823529412,0.0,85,0.1176470588235294,20.14705882352941
165,BIOPHYSICS,6.667673716012085,0.0,227,0.0694864048338368,20.13595166163142
166,STATISTICS-IV,6.0,38.5,2,0.0,20.0
167,TOXICOLOGY,7.0,0.0,107,0.1,20.0
168,INTRODUCTORY DEVELOPMENTAL BIOLOGY,6.909574468085107,0.0,146,0.0904255319148936,19.973404255319146
169,BASIC MOLECULAR GENETICS,6.813471502590674,0.0,152,0.077720207253886,19.818652849740936
170,PLANT BIOCHEMISTRY,7.1063829787234045,0.0,42,0.1063829787234042,19.78723404255319
171,BASIC BUSINESS BIOTECHNOLOGY,8.045714285714286,0.0,134,0.2,19.77142857142857
172,WAVES AND OPTICS,6.047619047619048,0.0,20,0.0,19.761904761904763
173,PHYSIOTHERAPY IN CARDIORESPIRATORY CONDITIONS,7.266129032258065,67.4758064516129,114,0.1209677419354838,19.71774193548387
174,BIOINFORMATICS,7.565217391304348,0.0,202,0.1490683229813664,19.627329192546583
175,"SOCIETY, GOVERNANCE AND INTERNATIONAL STUDIES",6.964601769911504,31.76106194690265,98,0.0884955752212389,19.601769911504423
176,ERGONOMICS,8.609756097560975,0.0,118,0.2439024390243902,19.14634146341464
177,BASIC FORENSIC BIOTECHNOLOGY,7.48122866894198,0.0,189,0.1296928327645051,19.07849829351536
178,ENZYME TECHNOLOGY,7.680851063829787,0.0,42,0.1489361702127659,19.04255319148936
179,COMPUTER APPLICATIONS,7.266129032258065,38.435483870967744,73,0.1048387096774193,18.91129032258064
180,BASIC AGRICULTURAL MICROBIOLOGY,7.43,0.0,85,0.12,18.85
181,DIGITAL SYSTEMS AND APPLICATIONS,6.25,0.0,17,0.0,18.75
182,MEDICAL MICROBIOLOGY,7.31,0.0,89,0.1,18.450000000000003
183,BIOSTATISTICS,7.338582677165355,0.0,79,0.1023622047244094,18.425196850393696
184,BIOENGINEERING,6.642276422764228,0.0,85,0.032520325203252,18.41463414634146
185,ENGLISH & COMMUNICATION SKILLS I,7.103896103896104,35.54545454545455,52,0.0779220779220779,18.376623376623375
186,MICROBIAL GENETICS,7.455445544554456,0.0,84,0.1089108910891089,18.168316831683168
187,BASIC MEDICAL BIOTECHNOLOGY,7.1085714285714285,0.0,144,0.0685714285714285,17.885714285714286
188,COSMETICS IN DAILY LIFE,7.526315789473684,0.0,19,0.1052631578947368,17.63157894736842
189,CRITICAL THINKING AND LOGIC,6.830985915492958,0.0,159,0.0140845070422535,16.549295774647888
190,ENVIRONMENTAL SUSTAINABILITY & CLIMATE CHANGE,6.785714285714286,0.0,14,0.0,16.07142857142857
191,STATISTICAL MECHANICS,8.357142857142858,0.0,14,0.0714285714285714,11.785714285714285
